,sqft_living,floors,waterfront,viewed_by_buyer,condition,yr_built
4227,2010,1,0.0,0.0,3,1912
4228,1880,2,0.0,0.0,3,2001
4229,3250,2,0.0,0.0,4,1978
4230,2270,1,0.0,0.0,4,1975
4232,1880,1,0.0,0.0,4,1931
4233,1050,1,0.0,0.0,4,1947
4234,2250,1,0.0,0.0,3,2005
4235,1689,3,0.0,0.0,3,2008
4236,2860,1,0.0,0.0,3,1962
4237,2710,3,0.0,0.0,4,1990
4238,1770,1,0.0,0.0,4,1967
4239,2820,1,0.0,0.0,3,1965
4240,3400,1,0.0,0.0,4,1980
4241,3110,2,0.0,0.0,3,2004
4242,1480,1,0.0,0.0,3,1953
4243,940,1,0.0,0.0,3,1910
4244,2680,2,0.0,0.0,3,2009
4245,3190,2,0.0,0.0,3,2005
4246,1920,2,0.0,1.0,3,1949
4247,2610,2,0.0,0.0,3,1996
4248,1040,1,0.0,0.0,2,1947
4250,1450,2,0.0,0.0,4,1991
4252,2460,1,0.0,0.0,3,1977
4253,2170,2,0.0,0.0,3,2003
4254,1970,1,0.0,0.0,3,1986
4255,1000,1,0.0,0.0,3,1954
4256,1580,1,0.0,0.0,4,1909
4257,2130,1,0.0,0.0,3,1962
4258,1370,1,0.0,0.0,3,1949
4260,1370,1,0.0,0.0,4,1977
4261,1370,2,0.0,0.0,4,1918
4265,1690,1,0.0,0.0,3,1986
4266,1690,1,0.0,0.0,3,1914
4267,1430,1,0.0,0.0,3,1962
4268,1980,2,0.0,0.0,3,2009
4269,1490,2,0.0,0.0,4,1990
4272,1490,1,0.0,0.0,4,1970
4273,1230,1,0.0,0.0,3,1986
4274,1900,1,0.0,0.0,4,1977
4275,1530,1,0.0,0.0,4,1978
4276,2290,1,0.0,0.0,3,1981
4277,2240,1,0.0,0.0,3,1956
4278,3470,2,0.0,0.0,3,2005
4279,3050,1,0.0,0.0,4,1983
4280,1100,1,0.0,0.0,4,1955
4281,1610,1,0.0,0.0,3,1976
4282,1910,1,0.0,0.0,3,1984
4284,1280,2,0.0,0.0,4,1985
4285,1910,2,0.0,0.0,3,2007
4286,1170,2,0.0,0.0,4,1969
4287,1550,1,0.0,0.0,3,1930
4288,1060,1,0.0,0.0,4,1968
4289,1040,1,0.0,0.0,3,1944
4290,1550,2,0.0,0.0,5,1999
4292,920,1,0.0,0.0,4,1950
4293,1250,1,0.0,0.0,5,1939
4294,2540,2,0.0,0.0,4,1922
4297,2410,1,0.0,0.0,4,1975
4298,1830,1,0.0,0.0,3,1963
4299,1850,2,0.0,0.0,3,1928
4300,1410,1,0.0,0.0,3,1954
4301,1460,1,0.0,0.0,3,1975
4302,1500,2,0.0,0.0,3,2014
4303,1130,1,0.0,0.0,4,1942
4304,1620,2,0.0,0.0,3,2008
4305,2330,1,0.0,0.0,3,1982
4306,1520,3,0.0,0.0,3,2003
4307,2840,2,0.0,0.0,3,2001
4308,1520,1,0.0,0.0,3,1949
4309,1740,1,0.0,0.0,3,1952
4310,4000,2,0.0,0.0,3,2007
4313,1060,1,0.0,0.0,3,1960
4314,1290,1,0.0,0.0,3,1926
4315,2390,1,0.0,0.0,3,1978
4316,2460,1,0.0,0.0,3,1972
4318,2200,2,0.0,0.0,3,1990
4319,1870,1,0.0,0.0,3,1980
4320,2060,1,0.0,0.0,4,1975
4321,1610,1,0.0,0.0,3,1968
4322,2120,2,0.0,0.0,3,2002
4323,1450,2,0.0,0.0,3,2007
4324,1980,1,0.0,0.0,4,1923
4325,860,1,0.0,0.0,3,1943
4326,1460,1,0.0,0.0,3,1985
4327,2590,1,0.0,0.0,4,1958
4329,1340,1,0.0,0.0,4,1945
4332,2820,1,0.0,0.0,3,1958
4333,1550,3,0.0,0.0,3,2003
4336,1960,1,0.0,0.0,4,1939
4338,1360,1,0.0,0.0,4,1966
4339,1360,1,0.0,0.0,4,1966
4340,3810,2,0.0,0.0,4,1977
4341,1340,1,0.0,0.0,3,1985
4342,1990,3,0.0,0.0,3,2012
4343,1120,1,0.0,0.0,3,1968
4344,2060,1,0.0,0.0,3,1922
4345,1170,1,0.0,0.0,5,1917
4346,1610,2,0.0,1.0,3,2014
4347,1890,2,0.0,0.0,3,2012
4348,1070,2,0.0,0.0,3,2008
4349,1680,1,0.0,0.0,3,1989
4350,2890,2,0.0,0.0,3,2014
4351,1360,1,0.0,0.0,3,1947
4352,1660,2,0.0,0.0,3,1907
4353,1620,1,0.0,0.0,3,1951
4354,960,1,0.0,1.0,4,1942
4355,1000,1,0.0,0.0,4,1947
4356,2395,1,0.0,0.0,3,2003
4357,3050,1,0.0,0.0,3,1966
4359,2960,2,0.0,0.0,3,2007
4360,1250,3,0.0,0.0,3,2008
4361,1940,1,0.0,0.0,4,1910
4362,1750,2,0.0,0.0,3,1977
4363,2150,1,0.0,0.0,4,1955
4364,1500,1,0.0,0.0,4,1942
4366,3000,2,0.0,0.0,3,1985
4367,1520,1,0.0,0.0,4,1967
4368,1190,1,0.0,0.0,3,1968
4369,990,1,0.0,0.0,3,1953
4370,1250,1,0.0,0.0,3,1965
4371,2080,1,0.0,0.0,3,1960
4372,1640,2,0.0,0.0,3,1988
4373,1550,1,0.0,0.0,3,1918
4376,1260,1,0.0,0.0,5,1942
4377,2840,3,0.0,0.0,3,2006
4378,1960,2,0.0,0.0,4,1977
4379,760,1,0.0,0.0,2,1903
4381,2240,2,0.0,0.0,4,1970
4384,1160,1,0.0,0.0,4,1929
4385,1640,1,0.0,0.0,3,1987
4387,2800,2,0.0,0.0,3,2005
4388,1780,1,0.0,0.0,3,1957
4390,1480,1,0.0,0.0,5,1910
4391,2010,2,0.0,0.0,3,2001
4392,2880,1,0.0,0.0,4,1926
4393,940,1,0.0,0.0,5,1900
4394,1620,1,0.0,0.0,3,1968
4396,1530,1,0.0,0.0,3,1955
4398,2890,2,0.0,0.0,3,2006
4399,1980,1,0.0,0.0,3,1959
4400,1980,1,0.0,0.0,3,1912
4401,1450,1,0.0,0.0,3,1984
4403,1810,2,0.0,0.0,3,1994
4405,1610,1,0.0,0.0,5,1928
4406,1820,2,0.0,0.0,3,1910
4408,3520,2,0.0,0.0,4,1992
4410,2150,2,0.0,0.0,3,1991
4411,3526,2,0.0,0.0,3,1997
4412,1070,1,0.0,0.0,3,1950
4413,1410,1,0.0,0.0,3,1949
4414,3190,2,0.0,0.0,3,1999
4415,1270,1,0.0,0.0,3,1939
4416,1970,1,0.0,0.0,4,1963
4417,1640,1,0.0,0.0,4,1968
4418,1600,1,0.0,0.0,3,1953
4419,3020,2,0.0,0.0,3,2003
4421,1870,1,0.0,0.0,3,1959
4423,1100,1,0.0,0.0,3,1980
4426,3700,1,0.0,0.0,3,2000
4427,2190,1,0.0,0.0,4,1959
4428,2840,1,0.0,0.0,3,1960
4429,2610,1,0.0,0.0,4,1987
4430,2630,2,0.0,0.0,3,2001
4431,1090,1,0.0,0.0,5,1966
4432,3090,2,0.0,0.0,3,1999
4433,1670,1,0.0,0.0,4,1919
4434,1300,2,0.0,0.0,3,1900
4436,1700,2,0.0,0.0,3,1994
4438,2770,2,0.0,0.0,3,1993
4439,3240,2,0.0,0.0,3,2001
4440,2300,1,0.0,0.0,3,2007
4441,2483,2,0.0,0.0,3,2005
4442,760,3,0.0,0.0,3,2006
4443,2040,2,0.0,0.0,3,1903
4444,1200,1,0.0,0.0,4,1945
4445,960,1,0.0,0.0,5,1949
4446,2410,1,0.0,0.0,3,1980
4447,2260,2,0.0,0.0,3,2000
4448,1910,1,0.0,0.0,4,1946
4449,1500,1,0.0,0.0,4,1927
4450,1360,2,0.0,0.0,3,2006
4451,1320,1,0.0,0.0,3,1982
4452,1940,1,0.0,0.0,3,1923
4453,2650,2,0.0,0.0,3,1986
4454,3040,2,0.0,0.0,3,1906
4455,1240,1,0.0,0.0,4,1952
4456,2210,1,0.0,0.0,4,1958
4457,1540,1,0.0,0.0,4,1951
4458,1320,2,0.0,0.0,3,2004
4459,3040,2,0.0,0.0,3,2008
4460,910,1,0.0,0.0,4,1923
4461,2040,1,0.0,0.0,3,1994
4462,980,1,0.0,0.0,3,1947
4463,980,1,0.0,0.0,3,1903
4465,1570,1,0.0,0.0,3,1953
4466,1600,1,0.0,0.0,5,1930
4467,1830,1,0.0,0.0,4,1939
4468,2820,2,0.0,0.0,3,1991
4469,1800,1,0.0,0.0,5,1950
4471,2980,2,0.0,0.0,3,2005
4472,1690,1,0.0,0.0,3,1942
4473,4040,2,0.0,0.0,3,1987
4474,1250,1,0.0,0.0,3,1931
4475,1500,1,0.0,0.0,2,1968
4476,1630,1,0.0,0.0,5,1959
4477,1410,2,0.0,0.0,4,1902
4478,1140,1,0.0,0.0,4,1944
4479,3280,2,0.0,0.0,3,2004
4480,3490,2,0.0,0.0,3,2001
4481,2020,2,0.0,0.0,3,1993
4483,2270,2,0.0,0.0,3,1986
4484,1310,1,0.0,0.0,4,1947
4485,1420,1,0.0,0.0,4,1904
4486,2980,2,0.0,0.0,2,1981
4488,1950,1,0.0,0.0,3,1961
4489,1790,1,0.0,0.0,4,1974
4490,1400,1,0.0,0.0,3,1916
4491,1320,1,0.0,0.0,3,1979
4492,1620,1,0.0,0.0,3,1980
4493,3120,2,0.0,0.0,3,1998
4494,2100,2,0.0,0.0,3,1998
4495,1370,3,0.0,0.0,3,2004
4496,1520,1,0.0,0.0,5,1969
4497,2410,1,0.0,0.0,3,1978
4498,1260,1,0.0,0.0,4,1911
4499,2830,1,0.0,0.0,3,1982
4500,2064,2,0.0,0.0,5,1903
4501,2640,1,0.0,0.0,3,1977
4503,2200,2,0.0,0.0,3,1998
4504,1420,1,0.0,0.0,4,1956
4505,1350,1,0.0,0.0,5,1914
4506,1290,1,0.0,0.0,4,1941
4507,1680,1,0.0,0.0,5,1915
4508,2280,2,0.0,0.0,3,2008
4509,1840,1,0.0,0.0,5,1910
4511,1490,1,0.0,0.0,3,1957
4512,2440,2,0.0,0.0,3,2007
4513,1930,1,0.0,0.0,3,1958
4514,1200,1,0.0,0.0,4,1954
4515,1550,1,0.0,0.0,3,1959
4516,2180,1,0.0,0.0,4,1978
4517,1430,3,0.0,0.0,3,2005
4518,1230,1,0.0,0.0,3,1949
4520,2720,1,0.0,1.0,4,1936
4521,2220,1,0.0,0.0,4,1961
4522,1520,1,0.0,0.0,4,1954
4523,1590,1,0.0,0.0,4,1984
4524,1480,1,0.0,0.0,3,1959
4525,1860,1,0.0,0.0,3,1953
4526,1360,1,0.0,0.0,3,1960
4527,1360,1,0.0,0.0,3,1954
4529,2360,2,0.0,0.0,3,2003
4530,1860,1,0.0,0.0,3,1909
4532,1280,1,0.0,0.0,4,1996
4533,2330,2,0.0,0.0,3,1988
4534,720,1,0.0,0.0,3,1950
4537,1640,1,0.0,0.0,5,1951
4539,1030,1,0.0,0.0,5,1952
4540,1790,1,0.0,0.0,3,1943
4542,1300,1,0.0,0.0,3,1969
4543,1240,1,0.0,0.0,4,1904
4544,2170,1,0.0,0.0,3,1976
4545,1330,2,0.0,0.0,5,1905
4546,1390,2,0.0,0.0,3,2006
4547,1240,1,0.0,0.0,4,1909
4548,880,1,0.0,0.0,4,1950
4550,2520,1,0.0,0.0,4,1928
4551,2510,1,0.0,0.0,3,1967
4552,2020,1,0.0,0.0,3,1962
4553,2060,1,0.0,0.0,3,1987
4554,930,1,0.0,0.0,3,1933
4556,1060,1,0.0,0.0,3,1939
4557,670,1,0.0,0.0,4,1947
4558,1750,1,0.0,0.0,3,1916
4559,930,1,0.0,0.0,2,1942
4560,2420,1,0.0,0.0,3,1985
4561,2410,1,0.0,1.0,4,1965
4562,1150,1,0.0,0.0,4,1953
4563,2480,2,0.0,0.0,3,2004
4564,1310,1,0.0,0.0,3,1940
4565,1240,1,0.0,0.0,4,1954
4566,1150,2,0.0,0.0,3,1911
4568,3060,1,0.0,0.0,5,1979
4569,3520,2,0.0,0.0,3,2006
4570,960,1,0.0,0.0,4,1951
4571,2430,2,0.0,0.0,3,1997
4573,1090,1,0.0,0.0,4,1945
4574,2790,1,0.0,0.0,5,1953
4575,1650,1,0.0,0.0,3,1978
4578,1690,2,0.0,0.0,3,2008
4579,1400,1,0.0,0.0,3,1963
4580,1440,1,0.0,0.0,4,1975
4581,1360,2,0.0,0.0,3,1987
4584,1850,2,0.0,0.0,3,1986
4586,1120,1,0.0,0.0,3,1905
4587,2340,2,0.0,0.0,3,1993
4588,3760,2,0.0,0.0,3,1984
4591,1260,1,0.0,0.0,4,1966
4592,1540,1,0.0,0.0,4,1955
4593,1700,2,0.0,0.0,3,2005
4596,1280,1,0.0,0.0,4,1929
4597,980,1,0.0,0.0,3,1950
4598,2190,2,0.0,0.0,3,2004
4599,2470,2,0.0,0.0,3,2009
4600,2590,2,0.0,0.0,3,2001
4601,2580,2,0.0,0.0,3,1999
4602,1270,2,0.0,0.0,3,2005
4603,1250,1,0.0,0.0,3,1959
4606,1490,1,0.0,0.0,3,1989
4608,1030,1,0.0,0.0,4,1962
4610,1460,1,0.0,0.0,3,1995
4611,770,1,0.0,0.0,3,1950
4612,1960,2,0.0,0.0,3,2004
4613,1900,1,0.0,0.0,3,1978
4614,1970,1,0.0,0.0,3,1927
4616,1430,1,0.0,0.0,4,1953
4617,2680,1,0.0,0.0,3,1952
4618,1610,1,0.0,0.0,5,1928
4620,3200,2,0.0,0.0,3,2003
4621,2140,1,0.0,0.0,4,1958
4624,2090,2,0.0,0.0,5,1967
4626,2820,2,0.0,0.0,4,1984
4627,2770,2,0.0,0.0,3,1997
4628,1400,1,0.0,0.0,3,1951
4629,3620,2,0.0,0.0,3,2005
4630,2260,1,0.0,0.0,4,1974
4633,1256,3,0.0,0.0,3,2005
4635,2850,1,0.0,0.0,3,1962
4636,700,1,0.0,0.0,4,1953
4637,3700,2,0.0,0.0,3,1992
4638,1400,1,0.0,0.0,3,1961
4639,3130,2,0.0,0.0,3,1978
4640,2170,2,0.0,0.0,3,1992
4641,1020,1,0.0,0.0,4,1957
4642,1760,1,0.0,0.0,5,1937
4643,1860,1,0.0,0.0,3,1978
4644,1140,1,0.0,0.0,3,1956
4646,1710,1,0.0,0.0,4,1923
4648,1470,1,0.0,0.0,3,1958
4649,1370,1,0.0,0.0,3,1953
4650,3470,1,0.0,0.0,3,1924
4651,1650,1,0.0,0.0,3,1910
4652,1180,1,0.0,0.0,3,1940
4653,3110,1,0.0,0.0,5,1921
4654,2080,1,0.0,0.0,4,1973
4655,1600,2,0.0,0.0,2,1906
4656,2380,2,0.0,0.0,5,1931
4657,1630,1,0.0,0.0,5,1918
4658,1910,2,0.0,0.0,3,1975
4659,3140,2,0.0,0.0,3,1992
4660,1250,1,0.0,0.0,3,1975
4661,1990,2,0.0,0.0,3,2004
4662,2110,1,0.0,0.0,3,1975
4663,2490,2,0.0,0.0,3,1999
4664,800,1,0.0,0.0,3,1938
4665,2360,2,0.0,0.0,3,1998
4666,1770,2,0.0,0.0,3,1992
4667,2710,2,0.0,0.0,3,1999
4668,1940,1,0.0,0.0,4,1940
4671,2410,1,0.0,0.0,4,1956
4672,2290,2,0.0,0.0,3,1978
4673,1030,1,0.0,0.0,3,1927
4674,2290,2,0.0,0.0,4,1988
4675,1490,1,0.0,0.0,4,1906
4676,2370,1,0.0,0.0,5,1949
4677,1930,1,0.0,0.0,4,1914
4678,1600,1,0.0,0.0,5,1918
4679,2240,2,0.0,0.0,3,1988
4680,770,1,0.0,0.0,5,1924
4682,3400,2,0.0,0.0,3,2001
4683,900,1,0.0,0.0,3,1918
4684,1450,1,0.0,0.0,3,1995
4685,2240,2,0.0,0.0,3,2005
4686,1780,2,0.0,0.0,3,1994
4687,2320,2,0.0,0.0,3,2004
4688,1590,1,0.0,0.0,3,1963
4689,990,1,0.0,0.0,3,1936
4690,2605,1,0.0,0.0,3,2003
4691,2870,1,0.0,0.0,3,1976
4693,2180,1,0.0,0.0,3,1900
4694,850,1,0.0,0.0,3,1949
4696,2250,1,0.0,0.0,3,1909
4698,1747,2,0.0,0.0,4,1948
4699,2410,2,0.0,0.0,3,2002
4700,2070,1,0.0,0.0,4,1958
4701,1860,1,0.0,0.0,3,1921
4702,950,1,0.0,0.0,3,1944
4703,1060,1,0.0,0.0,4,1951
4704,880,2,0.0,0.0,4,1945
4705,2550,2,0.0,0.0,3,2001
4706,1550,2,0.0,0.0,3,2008
4707,1590,1,0.0,0.0,4,1926
4708,1650,1,0.0,0.0,5,1908
4709,2430,2,0.0,0.0,3,2003
4710,1810,1,0.0,0.0,5,1960
4711,2890,2,0.0,0.0,3,1994
4712,1280,2,0.0,0.0,4,1985
4714,2220,2,0.0,0.0,3,1914
4715,1060,1,0.0,0.0,3,1954
4716,1120,1,0.0,0.0,4,1957
4717,2680,2,0.0,0.0,3,2004
4718,1770,2,0.0,0.0,3,1947
4719,2950,2,0.0,0.0,4,1918
4720,1260,1,0.0,0.0,4,1951
4721,1430,1,0.0,0.0,5,1972
4722,2730,2,0.0,0.0,3,1986
4723,3270,2,0.0,0.0,3,1990
4724,1720,1,0.0,0.0,5,1960
4725,1270,1,0.0,0.0,4,1962
4726,3260,1,0.0,0.0,3,1978
4727,2050,2,0.0,0.0,3,1988
4728,2050,2,0.0,0.0,3,1967
4729,3580,1,0.0,0.0,3,1985
4730,1960,1,0.0,0.0,4,1983
4731,840,1,0.0,0.0,3,1947
4732,1300,1,0.0,0.0,4,1963
4733,1260,2,0.0,0.0,3,2003
4734,1650,2,0.0,0.0,3,1985
4736,1180,1,0.0,0.0,3,1966
4737,2780,2,0.0,0.0,3,1979
4738,950,1,0.0,0.0,4,1909
4740,2140,2,0.0,0.0,3,1987
4741,1920,1,0.0,0.0,3,1998
4742,750,1,0.0,0.0,3,1916
4743,2060,2,0.0,0.0,3,2001
4744,2380,1,0.0,0.0,4,1963
4745,750,1,0.0,0.0,3,1949
4746,1160,1,0.0,0.0,2,1983
4747,1050,1,0.0,0.0,3,1942
4748,1740,1,0.0,0.0,4,1977
4749,2050,1,0.0,0.0,3,1988
4750,1980,1,0.0,0.0,4,1949
4751,1690,2,0.0,0.0,3,2014
4754,2290,2,0.0,0.0,4,1958
4755,3180,2,0.0,0.0,4,1990
4757,1540,1,0.0,0.0,5,1902
4759,1050,1,0.0,0.0,3,1953
4760,1480,1,0.0,0.0,4,1968
4761,1010,1,0.0,0.0,5,1942
4762,1660,1,0.0,0.0,4,1965
4763,2760,1,0.0,0.0,3,1958
4766,1270,1,0.0,0.0,3,1954
4767,2960,2,0.0,0.0,3,1989
4768,1330,1,0.0,0.0,3,1986
4769,1210,2,0.0,0.0,3,2014
4770,2120,2,0.0,0.0,3,1998
4771,2090,1,0.0,0.0,4,1948
4772,2680,2,0.0,0.0,3,1990
4774,1950,1,0.0,0.0,3,1956
4775,3740,1,0.0,0.0,4,1979
4776,1140,1,0.0,0.0,5,1950
4777,2480,2,0.0,0.0,3,2000
4778,2580,1,0.0,0.0,3,1964
4779,2290,1,0.0,0.0,4,1960
4780,2320,1,0.0,0.0,4,1975
4781,2530,2,0.0,0.0,3,1997
4782,1400,1,0.0,0.0,3,1969
4783,2060,2,0.0,0.0,3,2007
4784,1640,1,0.0,0.0,5,1909
4786,3000,1,0.0,0.0,4,1961
4787,1320,1,0.0,0.0,4,1954
4788,1760,1,0.0,0.0,5,1906
4789,2130,2,0.0,1.0,5,1924
4790,1390,1,0.0,0.0,3,1988
4791,1400,1,0.0,0.0,4,1904
4792,3230,1,0.0,0.0,4,1966
4793,1110,1,0.0,0.0,3,1967
4794,1670,2,0.0,0.0,3,2002
4795,1540,1,0.0,0.0,4,1960
4796,2090,1,0.0,0.0,3,1973
4797,1410,1,0.0,0.0,3,1987
4798,1370,1,0.0,0.0,5,1964
4799,1910,1,0.0,0.0,3,1954
4800,1678,1,0.0,0.0,3,1994
4801,960,1,0.0,0.0,4,1977
4802,2080,1,0.0,1.0,3,1951
4803,1790,1,0.0,0.0,4,1976
4804,2540,2,0.0,0.0,3,1999
4805,1790,2,0.0,0.0,3,1963
4806,940,1,0.0,0.0,3,1941
4808,900,1,0.0,0.0,3,1951
4809,1900,1,0.0,0.0,3,1975
4810,1440,1,0.0,0.0,3,1953
4811,2070,1,0.0,0.0,4,1973
4812,2240,1,0.0,0.0,4,1972
4813,3320,2,0.0,0.0,4,2006
4814,1950,1,0.0,0.0,3,1947
4815,1240,1,0.0,0.0,3,1941
4816,1830,2,0.0,0.0,3,2003
4817,1740,1,0.0,0.0,3,1903
4818,1410,1,0.0,0.0,4,1950
4819,2050,1,0.0,0.0,4,1986
4820,3220,2,0.0,0.0,3,1993
4821,1960,1,0.0,0.0,5,1911
4822,1070,1,0.0,0.0,4,1968
4823,2820,1,0.0,0.0,4,1967
4825,800,1,0.0,0.0,4,1925
4826,1260,1,0.0,0.0,3,1979
4827,2420,2,0.0,0.0,3,1990
4828,810,2,0.0,0.0,4,1982
4829,1600,1,0.0,0.0,3,1947
4830,1350,1,0.0,0.0,4,1964
4831,970,1,0.0,0.0,3,1967
4832,1780,1,0.0,0.0,4,1947
4833,1350,1,0.0,0.0,3,1989
4834,1840,1,0.0,0.0,4,1972
4835,2550,1,0.0,0.0,4,1975
4836,1700,2,0.0,0.0,3,1931
4837,2430,2,0.0,0.0,5,1980
4838,2740,1,0.0,0.0,3,1962
4839,1560,1,0.0,0.0,4,1964
4840,1040,1,0.0,0.0,3,1954
4841,1820,1,0.0,0.0,5,1968
4842,1833,3,0.0,0.0,3,1998
4843,2160,2,0.0,0.0,3,1994
4845,1370,2,0.0,0.0,3,1968
4846,1414,2,0.0,0.0,3,1986
4847,4115,2,0.0,0.0,3,2014
4848,1550,1,0.0,0.0,4,1949
4849,2100,1,0.0,0.0,3,1929
4850,1160,1,0.0,0.0,4,1992
4851,3597,2,0.0,0.0,3,2006
4852,1230,1,0.0,0.0,3,1960
4853,2190,2,0.0,0.0,5,1978
4854,1040,1,0.0,0.0,4,1967
4856,2270,1,0.0,0.0,5,1974
4857,1950,2,0.0,0.0,4,1979
4858,1880,2,0.0,0.0,3,1993
4859,2850,2,0.0,0.0,3,2001
4860,1160,1,0.0,0.0,3,1947
4861,1370,1,0.0,1.0,4,1966
4864,3450,2,0.0,0.0,3,1992
4866,1460,1,0.0,0.0,4,1963
4867,1300,1,0.0,0.0,3,1962
4868,1300,1,0.0,0.0,3,1962
4869,1540,1,0.0,0.0,4,1978
4870,2130,2,0.0,0.0,4,1964
4871,1350,1,0.0,0.0,3,2008
4872,2450,2,0.0,0.0,3,1951
4873,1940,2,0.0,0.0,4,1925
4875,1680,1,0.0,0.0,3,1989
4876,1960,1,0.0,0.0,4,1985
4877,1590,1,0.0,0.0,3,1979
4878,1390,1,0.0,0.0,3,1958
4879,2440,1,0.0,0.0,3,1978
4880,1850,1,0.0,0.0,4,1978
4881,2800,2,0.0,0.0,3,1993
4882,3780,1,0.0,0.0,3,1986
4883,1910,1,0.0,0.0,4,1980
4884,2460,1,0.0,0.0,3,1969
4885,810,1,0.0,1.0,3,1936
4886,1900,1,0.0,0.0,4,1943
4888,2200,1,0.0,0.0,5,1988
4889,1190,1,0.0,0.0,4,1969
4890,2040,2,0.0,0.0,4,1983
4891,2400,2,0.0,0.0,3,1999
4892,1670,2,0.0,0.0,3,1995
4893,990,1,0.0,0.0,3,1908
4894,2920,1,0.0,0.0,4,1964
4895,1840,1,0.0,0.0,3,1971
4896,910,1,0.0,0.0,4,1906
4897,2950,2,0.0,0.0,3,2006
4898,1240,1,0.0,0.0,4,1955
4899,1980,2,0.0,0.0,3,1996
4900,1200,1,0.0,0.0,4,1969
4901,1280,1,0.0,0.0,3,1982
4902,3150,2,0.0,0.0,3,2004
4903,3500,2,0.0,0.0,3,1996
4904,1680,1,0.0,0.0,4,1951
4905,1360,2,0.0,0.0,3,1986
4906,2110,1,0.0,0.0,3,1980
4908,1900,1,0.0,0.0,3,1960
4909,2380,1,0.0,0.0,3,1926
4911,1120,3,0.0,0.0,3,1999
4912,2850,2,0.0,0.0,3,1999
4913,2360,1,0.0,0.0,3,1963
4914,2540,1,0.0,0.0,3,1962
4915,1160,1,0.0,0.0,3,1941
4916,2710,2,0.0,0.0,3,2007
4919,1870,1,0.0,0.0,4,1951
4920,1010,1,0.0,0.0,5,1955
4921,2980,1,0.0,0.0,3,1990
4922,2420,2,0.0,0.0,3,2005
4926,1940,1,0.0,0.0,3,2007
4928,1950,2,0.0,0.0,3,2004
4929,2450,2,0.0,0.0,3,2000
4930,1730,1,0.0,0.0,4,1953
4931,1690,1,0.0,0.0,3,1929
4933,2290,2,0.0,0.0,3,1986
4934,2710,1,0.0,0.0,4,1962
4935,1880,1,0.0,0.0,4,1978
4936,2930,2,0.0,0.0,3,2014
4938,3480,2,0.0,0.0,3,1989
4939,1110,1,0.0,0.0,3,1961
4940,2440,1,0.0,0.0,4,1957
4941,2280,1,0.0,0.0,3,1957
4942,900,1,0.0,0.0,3,1944
4943,1980,1,0.0,0.0,3,1968
4945,2340,2,0.0,0.0,3,1973
4946,3110,2,0.0,0.0,3,2002
4947,980,1,0.0,0.0,3,1904
4948,1480,1,0.0,0.0,3,1943
4949,1800,1,0.0,0.0,4,1976
4950,2130,1,0.0,0.0,3,1946
4951,1270,1,0.0,0.0,3,1900
4952,1150,2,0.0,0.0,3,2004
4953,1840,2,0.0,0.0,3,2012
4954,3180,2,0.0,1.0,4,1979
4955,1510,2,0.0,1.0,4,1946
4956,3070,2,0.0,0.0,3,2005
4957,1800,2,0.0,0.0,3,1983
4958,1540,1,0.0,0.0,3,1983
4959,2330,1,0.0,0.0,3,1980
4960,1400,1,0.0,0.0,3,1953
4961,2846,1,0.0,0.0,3,2000
4963,3380,2,0.0,0.0,3,1965
4964,1440,1,0.0,0.0,4,1968
4965,1740,3,0.0,0.0,3,2008
4966,1470,1,0.0,0.0,4,1957
4967,2810,2,0.0,0.0,3,2003
4968,2090,1,0.0,0.0,3,1994
4970,3230,2,0.0,1.0,3,2002
4971,2601,2,0.0,0.0,3,1995
4973,1660,1,0.0,0.0,3,1957
4974,1590,1,0.0,0.0,3,1924
4975,1860,1,0.0,0.0,3,1951
4976,1420,1,0.0,0.0,4,1954
4977,1240,1,0.0,0.0,4,1910
4978,2500,1,0.0,0.0,4,1978
4979,2640,2,0.0,0.0,3,1999
4980,1440,1,0.0,0.0,4,1910
4982,1820,1,0.0,0.0,4,1952
4983,2220,2,0.0,0.0,3,1980
4984,2430,1,0.0,0.0,4,1978
4985,1670,1,0.0,0.0,4,1962
4986,1180,1,0.0,0.0,4,1981
4987,1620,1,0.0,0.0,3,1976
4988,1030,1,0.0,0.0,5,1928
4989,2900,2,0.0,0.0,3,2007
4991,1710,1,0.0,0.0,4,1964
4992,1580,1,0.0,0.0,4,1957
4993,1230,1,0.0,0.0,3,1984
4994,2200,1,0.0,0.0,5,1916
4995,2570,1,0.0,1.0,3,1950
4997,1090,1,0.0,0.0,4,1955
4998,2970,2,0.0,0.0,4,1978
4999,1970,1,0.0,0.0,4,1968
5000,3220,2,0.0,0.0,3,1990
5001,1600,1,0.0,0.0,3,1966
5002,670,1,0.0,0.0,5,1942
5003,2360,2,0.0,0.0,5,1911
5004,2150,1,0.0,0.0,3,1949
5005,620,1,0.0,0.0,3,1927
5006,1730,2,0.0,0.0,5,1949
5007,2500,1,0.0,0.0,3,1963
5008,990,1,0.0,0.0,3,1943
5009,1420,1,0.0,0.0,5,1904
5010,2170,2,0.0,0.0,4,1978
5011,1880,1,0.0,0.0,3,1952
5012,1300,1,0.0,0.0,3,1971
5013,2360,2,0.0,0.0,5,1926
5014,1780,1,0.0,0.0,4,1956
5015,2160,3,0.0,0.0,3,2005
5017,1680,1,0.0,0.0,3,1985
5018,2290,2,0.0,0.0,3,2004
5020,3920,3,0.0,0.0,3,2013
5021,1500,1,0.0,0.0,4,1951
