,zipcode,lat,long,price_est
1881,98056,47.4805,-122.178,320000.0
1882,98031,47.4169,-122.16799999999999,150000.0
1883,98168,47.506,-122.331,340000.0
1884,98075,47.5818,-121.973,785500.0
1885,98003,47.2592,-122.304,410500.0
1886,98008,47.5916,-122.11200000000001,580000.0
1887,98144,47.5998,-122.306,345000.0
1888,98052,47.7297,-122.139,550000.0
1889,98058,47.4646,-122.15,449500.0
1890,98177,47.7615,-122.36200000000001,300000.0
1891,98053,47.6671,-122.057,915000.0
1892,98040,47.5739,-122.234,1580000.0
1893,98122,47.6053,-122.291,599000.0
1894,98005,47.5858,-122.17,755000.0
1895,98125,47.7323,-122.304,400000.0
1896,98198,47.3737,-122.31200000000001,133000.0
1897,98155,47.7505,-122.315,330000.0
1898,98055,47.4868,-122.204,330000.0
1899,98125,47.7231,-122.301,375000.0
1900,98034,47.7278,-122.177,485000.0
1901,98074,47.6264,-122.06200000000001,470000.0
1902,98119,47.6362,-122.363,1050000.0
1903,98115,47.6918,-122.32,548800.0
1904,98108,47.5595,-122.31700000000001,315000.0
1905,98136,47.5289,-122.391,590000.0
1906,98059,47.4873,-122.14399999999999,439950.0
1907,98092,47.3032,-122.12299999999999,325000.0
1908,98115,47.6997,-122.314,400000.0
1909,98074,47.6288,-122.04299999999999,685000.0
1910,98133,47.7756,-122.351,339950.0
1911,98166,47.4608,-122.35799999999999,315000.0
1912,98053,47.6968,-122.024,411753.0
1913,98116,47.5703,-122.385,577000.0
1914,98006,47.545,-122.171,500000.0
1915,98001,47.345,-122.28299999999999,210000.0
1916,98010,47.3413,-122.04799999999999,640000.0
1917,98133,47.7366,-122.35,460000.0
1918,98126,47.5286,-122.376,265000.0
1920,98028,47.7681,-122.266,230000.0
1921,98038,47.3583,-122.056,315000.0
1922,98077,47.7429,-122.056,432000.0
1923,98029,47.568999999999996,-122.007,467000.0
1924,98023,47.318999999999996,-122.344,255000.0
1925,98106,47.5311,-122.353,316500.0
1926,98155,47.7659,-122.31,190000.0
1927,98107,47.6726,-122.381,490000.0
1928,98059,47.486000000000004,-122.12899999999999,378000.0
1930,98118,47.5173,-122.275,333800.0
1931,98029,47.5759,-121.995,690000.0
1932,98108,47.56,-122.316,320000.0
1934,98033,47.6918,-122.163,335000.0
1935,98052,47.7034,-122.072,840000.0
1936,98166,47.4481,-122.338,608250.0
1937,98075,47.5922,-122.008,550000.0
1938,98003,47.3452,-122.30799999999999,240000.0
1939,98006,47.5573,-122.16,998000.0
1940,98030,47.3817,-122.166,275000.0
1941,98001,47.3386,-122.272,284200.0
1944,98053,47.6664,-122.045,930800.0
1946,98023,47.3034,-122.383,215000.0
1948,98116,47.558,-122.39200000000001,483945.0
1949,98074,47.6108,-122.044,347000.0
1950,98023,47.3009,-122.384,232500.0
1951,98058,47.4413,-122.15100000000001,390000.0
1952,98007,47.6232,-122.13799999999999,550000.0
1953,98029,47.5679,-122.01100000000001,590000.0
1954,98014,47.6951,-121.86399999999999,420850.0
1956,98038,47.3744,-122.04299999999999,429800.0
1957,98058,47.4549,-122.155,302000.0
1958,98103,47.68899999999999,-122.352,800000.0
1959,98092,47.2615,-122.221,250000.0
1960,98199,47.6391,-122.40299999999999,605000.0
1961,98042,47.3133,-122.07799999999999,412000.0
1962,98055,47.4498,-122.194,252000.0
1963,98118,47.5491,-122.26799999999999,375000.0
1964,98103,47.6513,-122.346,725000.0
1966,98027,47.483000000000004,-122.02600000000001,490000.0
1967,98117,47.6775,-122.38799999999999,439000.0
1968,98166,47.4589,-122.353,355000.0
1970,98006,47.5637,-122.11200000000001,780000.0
1971,98116,47.5631,-122.381,409000.0
1972,98117,47.6862,-122.391,420000.0
1973,98115,47.6964,-122.306,200000.0
1974,98033,47.6638,-122.171,830000.0
1975,98074,47.6199,-122.025,695000.0
1976,98074,47.6055,-122.01299999999999,815000.0
1977,98042,47.3574,-122.15799999999999,210000.0
1978,98177,47.7235,-122.369,635000.0
1979,98056,47.5357,-122.179,562500.0
1980,98023,47.3053,-122.34,402500.0
1981,98115,47.6768,-122.285,555000.0
1982,98034,47.7116,-122.213,310000.0
1983,98019,47.7359,-121.962,500000.0
1984,98125,47.7166,-122.29299999999999,430000.0
1985,98112,47.6298,-122.29,1600000.0
1986,98103,47.6711,-122.331,627500.0
1987,98178,47.5001,-122.23100000000001,335000.0
1988,98006,47.5566,-122.15299999999999,962000.0
1989,98065,47.5318,-121.833,299000.0
1990,98042,47.3781,-122.126,399950.0
1991,98053,47.6829,-122.06,322000.0
1992,98103,47.6912,-122.34,430000.0
1993,98042,47.4156,-122.149,307000.0
1994,98178,47.4925,-122.27799999999999,194000.0
1995,98002,47.3043,-122.21600000000001,180000.0
1996,98074,47.6211,-122.037,465000.0
1997,98007,47.6125,-122.152,722500.0
1998,98103,47.6711,-122.329,470450.0
1999,98030,47.36,-122.194,280000.0
2000,98002,47.3056,-122.21700000000001,176250.0
2001,98126,47.5379,-122.37799999999999,560000.0
2004,98112,47.6296,-122.30799999999999,625000.0
2005,98102,47.6367,-122.318,1020000.0
2006,98118,47.54,-122.26899999999999,463500.0
2007,98058,47.4369,-122.147,485000.0
2008,98001,47.3336,-122.272,272000.0
2009,98053,47.6971,-122.02600000000001,305000.0
2010,98040,47.57100000000001,-122.227,760000.0
2011,98125,47.7024,-122.322,387500.0
2012,98038,47.3457,-122.041,352000.0
2013,98058,47.4296,-122.111,507000.0
2014,98188,47.4509,-122.275,156000.0
2015,98102,47.6357,-122.324,580000.0
2016,98075,47.5834,-122.00299999999999,630000.0
2017,98146,47.4882,-122.339,275000.0
2019,98055,47.4356,-122.20100000000001,340000.0
2020,98117,47.7001,-122.36200000000001,329350.0
2021,98033,47.659,-122.17399999999999,1480000.0
2023,98117,47.6758,-122.38,719950.0
2024,98126,47.5188,-122.376,235000.0
2025,98115,47.6991,-122.296,875000.0
2026,98188,47.4498,-122.28,380000.0
2028,98072,47.7611,-122.12799999999999,475000.0
2029,98022,47.2107,-121.99,152900.0
2030,98146,47.5113,-122.338,210000.0
2031,98136,47.5518,-122.383,350000.0
2032,98059,47.4754,-122.119,505000.0
2033,98034,47.7262,-122.23299999999999,464900.0
2034,98116,47.5767,-122.383,650000.0
2035,98133,47.7053,-122.34200000000001,369950.0
2036,98108,47.5434,-122.29299999999999,250000.0
2037,98108,47.5434,-122.29299999999999,320000.0
2039,98031,47.3939,-122.177,340000.0
2040,98107,47.6757,-122.385,440000.0
2041,98022,47.2021,-121.999,219950.0
2042,98040,47.5833,-122.242,940000.0
2043,98126,47.5352,-122.37,399950.0
2044,98112,47.632,-122.289,1570000.0
2045,98034,47.7097,-122.20200000000001,528000.0
2046,98034,47.7021,-122.241,545000.0
2047,98053,47.7136,-122.03,575000.0
2048,98023,47.3074,-122.385,235000.0
2049,98092,47.3291,-122.16799999999999,272000.0
2050,98059,47.4764,-122.155,380000.0
2051,98155,47.7512,-122.329,195000.0
2052,98038,47.3561,-122.015,297000.0
2053,98023,47.2923,-122.35700000000001,349000.0
2054,98126,47.5376,-122.37100000000001,320000.0
2055,98148,47.428000000000004,-122.32600000000001,319990.0
2056,98024,47.5242,-121.926,439900.0
2057,98125,47.7031,-122.279,429000.0
2058,98038,47.3539,-122.025,272500.0
2059,98125,47.7287,-122.31,400000.0
2060,98103,47.6647,-122.337,462000.0
2061,98115,47.6823,-122.29799999999999,510000.0
2062,98007,47.6075,-122.147,550000.0
2063,98042,47.3701,-122.079,150000.0
2064,98034,47.7187,-122.219,460000.0
2065,98074,47.6304,-122.051,632500.0
2066,98077,47.7567,-122.071,361000.0
2067,98117,47.6799,-122.375,437000.0
2068,98002,47.3054,-122.221,370000.0
2069,98075,47.5953,-121.986,884250.0
2070,98038,47.3609,-122.029,225000.0
2071,98126,47.5186,-122.375,235000.0
2074,98053,47.6789,-122.04799999999999,715000.0
2075,98125,47.7137,-122.322,417000.0
2076,98042,47.4225,-122.15,199000.0
2077,98112,47.6265,-122.31200000000001,875000.0
2078,98117,47.6849,-122.363,545000.0
2079,98168,47.4909,-122.29799999999999,192500.0
2080,98052,47.6868,-122.10799999999999,822500.0
2081,98040,47.5801,-122.229,800000.0
2082,98112,47.6256,-122.28399999999999,1250000.0
2084,98038,47.3673,-122.01700000000001,295000.0
2085,98053,47.7191,-122.023,419000.0
2087,98075,47.5879,-121.993,750000.0
2088,98177,47.7677,-122.359,502000.0
2090,98125,47.7163,-122.29899999999999,398500.0
2091,98126,47.5742,-122.37899999999999,700000.0
2092,98168,47.4852,-122.305,248000.0
2093,98103,47.6545,-122.333,800000.0
2094,98092,47.315,-122.193,383000.0
2096,98125,47.7029,-122.29700000000001,521000.0
2097,98125,47.72,-122.32,365000.0
2098,98122,47.6039,-122.29799999999999,491000.0
2099,98008,47.62600000000001,-122.11200000000001,643000.0
2100,98023,47.3025,-122.382,279000.0
2101,98107,47.6748,-122.37899999999999,583500.0
2102,98038,47.3841,-122.041,310000.0
2103,98056,47.4892,-122.182,310000.0
2104,98198,47.4195,-122.33,280000.0
2105,98058,47.4334,-122.148,272000.0
2106,98074,47.6093,-122.07,870000.0
2107,98058,47.4643,-122.171,307000.0
2108,98116,47.5831,-122.39200000000001,490000.0
2109,98155,47.7447,-122.32799999999999,399950.0
2112,98042,47.3646,-122.07600000000001,264950.0
2113,98034,47.7267,-122.23200000000001,491500.0
2114,98059,47.4745,-122.12,345000.0
2115,98092,47.2969,-122.189,339900.0
2116,98102,47.6288,-122.321,852000.0
2118,98006,47.5509,-122.16,723000.0
2119,98072,47.7221,-122.124,594000.0
2120,98033,47.6943,-122.184,405000.0
2121,98053,47.6628,-122.056,725500.0
2122,98103,47.6729,-122.335,800000.0
2124,98030,47.3643,-122.185,180500.0
2125,98030,47.3643,-122.185,325000.0
2126,98092,47.3151,-122.19,235000.0
2127,98146,47.5075,-122.37700000000001,330000.0
2128,98136,47.5215,-122.383,678500.0
2129,98034,47.7158,-122.167,463000.0
2130,98106,47.53,-122.351,250000.0
2131,98118,47.5597,-122.26700000000001,655000.0
2132,98023,47.3127,-122.339,239900.0
2133,98001,47.3496,-122.289,185000.0
2135,98178,47.4997,-122.23100000000001,251700.0
2136,98177,47.7565,-122.35799999999999,400000.0
2137,98004,47.6079,-122.195,735000.0
2139,98168,47.4799,-122.296,82500.0
2140,98075,47.5833,-121.97,765000.0
2141,98023,47.3096,-122.37700000000001,292500.0
2142,98058,47.4568,-122.169,270000.0
2143,98133,47.71100000000001,-122.353,415000.0
2144,98004,47.5927,-122.20299999999999,950000.0
2145,98038,47.3812,-122.023,353000.0
2146,98107,47.6726,-122.38,670950.0
2148,98027,47.5608,-122.08200000000001,585000.0
2149,98027,47.5484,-122.045,525000.0
2150,98008,47.6379,-122.11200000000001,605000.0
2151,98117,47.6782,-122.365,1010000.0
2152,98188,47.453,-122.289,245990.0
2153,98058,47.4585,-122.13,535000.0
2154,98136,47.5411,-122.39200000000001,410000.0
2155,98011,47.7489,-122.185,550000.0
2156,98008,47.6357,-122.119,665000.0
2157,98028,47.75,-122.245,455000.0
2158,98103,47.6624,-122.354,440000.0
2159,98001,47.3524,-122.285,332000.0
2160,98023,47.2891,-122.351,280000.0
2161,98122,47.6169,-122.309,570000.0
2162,98055,47.428000000000004,-122.199,250000.0
2163,98001,47.2685,-122.23100000000001,238000.0
2164,98155,47.7505,-122.31700000000001,265000.0
2165,98028,47.7428,-122.244,306000.0
2166,98056,47.4911,-122.17,345000.0
2167,98177,47.7119,-122.365,765000.0
2168,98092,47.2634,-122.211,346300.0
2169,98022,47.214,-121.993,342500.0
2170,98011,47.7534,-122.21799999999999,501000.0
2171,98042,47.369,-122.084,270000.0
2172,98122,47.6052,-122.3,638000.0
2173,98119,47.6508,-122.368,460000.0
2174,98004,47.6255,-122.199,760000.0
2175,98040,47.56100000000001,-122.226,1090000.0
2176,98019,47.7425,-121.98100000000001,234000.0
2178,98117,47.6949,-122.37,488000.0
2179,98004,47.6275,-122.227,1550000.0
2180,98177,47.7689,-122.37899999999999,499000.0
2181,98178,47.5056,-122.244,150000.0
2182,98003,47.2697,-122.31200000000001,333000.0
2183,98155,47.7425,-122.289,700000.0
2184,98168,47.489,-122.316,275000.0
2185,98146,47.5051,-122.344,330000.0
2186,98155,47.7406,-122.31299999999999,360000.0
2187,98125,47.7133,-122.30799999999999,467000.0
2188,98074,47.6163,-122.056,568000.0
2189,98052,47.6474,-122.11,605000.0
2190,98075,47.5898,-121.98899999999999,750000.0
2191,98053,47.6377,-121.995,760000.0
2192,98058,47.4257,-122.146,265000.0
2193,98006,47.5699,-122.177,490000.0
2194,98038,47.3552,-122.02600000000001,360000.0
2195,98023,47.3287,-122.353,311750.0
2196,98028,47.7623,-122.256,399000.0
2197,98042,47.3739,-122.126,347000.0
2199,98065,47.5408,-121.861,585000.0
2200,98031,47.4052,-122.17,340000.0
2201,98029,47.5723,-122.007,612000.0
2202,98038,47.3733,-122.057,230000.0
2203,98029,47.5752,-121.995,604000.0
2204,98002,47.3188,-122.212,250000.0
2205,98038,47.358999999999995,-122.04899999999999,258500.0
2206,98199,47.6422,-122.40299999999999,783000.0
2207,98199,47.6456,-122.389,1050000.0
2208,98033,47.688,-122.163,760000.0
2209,98106,47.5535,-122.36200000000001,276000.0
2210,98008,47.6231,-122.102,550000.0
2211,98125,47.7272,-122.311,398000.0
2212,98107,47.6711,-122.36399999999999,775000.0
2213,98006,47.5471,-122.155,1030000.0
2214,98055,47.4763,-122.206,327000.0
2215,98019,47.7302,-121.97399999999999,564500.0
2216,98117,47.6794,-122.37,782000.0
2217,98038,47.3477,-122.024,398000.0
2218,98034,47.7244,-122.22200000000001,257000.0
2219,98092,47.3168,-122.17399999999999,235000.0
2222,98038,47.3534,-122.057,275000.0
2223,98027,47.5515,-122.083,665000.0
2224,98052,47.6299,-122.09899999999999,670000.0
2225,98034,47.72,-122.229,465000.0
2226,98042,47.364,-122.094,210000.0
2227,98092,47.3182,-122.189,265000.0
2228,98033,47.7034,-122.18799999999999,426000.0
2229,98008,47.6236,-122.103,529219.0
2230,98072,47.7529,-122.116,600000.0
2231,98074,47.6039,-122.059,875000.0
2232,98199,47.6466,-122.389,608000.0
2233,98022,47.2159,-121.964,220000.0
2235,98092,47.2953,-122.185,295450.0
2236,98118,47.5557,-122.27799999999999,315000.0
2237,98031,47.3933,-122.195,205000.0
2238,98148,47.4275,-122.331,310000.0
2239,98119,47.6501,-122.37,1000000.0
2240,98038,47.3552,-122.001,525000.0
2241,98168,47.5137,-122.333,284000.0
2242,98074,47.6147,-122.045,510000.0
2243,98103,47.6988,-122.354,405000.0
2244,98028,47.7698,-122.26799999999999,509950.0
2245,98053,47.6876,-122.04899999999999,600000.0
2246,98103,47.692,-122.338,990000.0
2247,98178,47.5041,-122.25299999999999,280005.0
2248,98010,47.3402,-122.046,700000.0
2249,98126,47.5281,-122.375,330000.0
2250,98198,47.4131,-122.331,340000.0
2251,98052,47.6658,-122.132,468000.0
2252,98040,47.5578,-122.212,1340000.0
2253,98006,47.5632,-122.182,515000.0
2254,98022,47.1985,-122.001,245000.0
2255,98031,47.4042,-122.194,265000.0
2256,98031,47.4185,-122.212,372400.0
2257,98155,47.753,-122.32799999999999,390000.0
2258,98002,47.278,-122.205,208000.0
2259,98155,47.769,-122.316,273000.0
2260,98019,47.7454,-121.977,455000.0
2261,98023,47.3082,-122.35799999999999,270000.0
2262,98008,47.6049,-122.126,618000.0
2263,98001,47.3334,-122.289,213550.0
2264,98198,47.4232,-122.324,210000.0
2266,98133,47.7027,-122.34700000000001,403500.0
2267,98022,47.2083,-122.005,235000.0
2268,98055,47.4799,-122.23200000000001,287500.0
2269,98115,47.6904,-122.295,546800.0
2270,98002,47.2853,-122.22,183000.0
2272,98144,47.5724,-122.301,299500.0
2273,98008,47.6263,-122.124,610000.0
2274,98188,47.4513,-122.26799999999999,288350.0
2275,98103,47.6562,-122.354,500000.0
2276,98115,47.6792,-122.287,625000.0
2277,98136,47.5439,-122.38600000000001,418000.0
2278,98122,47.6108,-122.30799999999999,660000.0
2279,98115,47.6943,-122.29899999999999,775000.0
2280,98034,47.7232,-122.17399999999999,429500.0
2281,98112,47.6272,-122.29,569000.0
2282,98031,47.4081,-122.178,250000.0
2283,98042,47.3682,-122.148,225000.0
2284,98166,47.4268,-122.34299999999999,530000.0
2285,98155,47.7586,-122.303,306000.0
2286,98056,47.5396,-122.18,517100.0
2287,98072,47.7628,-122.163,354950.0
2288,98115,47.6793,-122.3,348000.0
2289,98077,47.7466,-122.07700000000001,522250.0
2290,98023,47.3186,-122.391,275000.0
2291,98125,47.7109,-122.311,390000.0
2292,98148,47.4267,-122.331,260000.0
2293,98112,47.6388,-122.3,585000.0
2294,98115,47.6866,-122.31700000000001,605000.0
2295,98030,47.3813,-122.204,342000.0
2296,98005,47.6518,-122.16,900000.0
2297,98031,47.3993,-122.18299999999999,252000.0
2298,98003,47.3371,-122.325,357000.0
2299,98008,47.6181,-122.117,370000.0
2300,98056,47.5121,-122.17,322500.0
2301,98002,47.3065,-122.22200000000001,210000.0
2302,98133,47.7202,-122.339,290000.0
2303,98075,47.5854,-122.08,860000.0
2304,98118,47.5543,-122.275,302000.0
2305,98003,47.3367,-122.33200000000001,369160.0
2306,98112,47.6406,-122.304,1190000.0
2307,98004,47.5892,-122.20299999999999,993000.0
2308,98027,47.5342,-122.036,380000.0
2309,98177,47.7229,-122.359,635000.0
2310,98024,47.5687,-121.898,260000.0
2311,98178,47.4974,-122.23100000000001,243000.0
2312,98004,47.5831,-122.193,1400000.0
2313,98177,47.7228,-122.369,665000.0
2314,98007,47.6599,-122.146,898000.0
2315,98144,47.5744,-122.305,583000.0
2316,98033,47.6976,-122.169,429000.0
2317,98034,47.7317,-122.197,471000.0
2320,98006,47.5659,-122.117,450000.0
2321,98117,47.6895,-122.37,552500.0
2322,98006,47.5674,-122.14200000000001,437000.0
2323,98118,47.5331,-122.27799999999999,270000.0
2324,98092,47.2927,-122.18299999999999,226740.0
2325,98028,47.7675,-122.26100000000001,446500.0
2326,98022,47.2103,-121.999,283000.0
2327,98024,47.5245,-121.926,445000.0
2328,98126,47.5172,-122.375,250000.0
2329,98146,47.5133,-122.37200000000001,307000.0
2330,98023,47.295,-122.37,315000.0
2331,98136,47.5159,-122.395,555000.0
2332,98031,47.4056,-122.176,264900.0
2333,98103,47.6939,-122.34,510000.0
2334,98058,47.4445,-122.17,328000.0
2335,98038,47.3565,-122.015,358000.0
2336,98042,47.3989,-122.164,325000.0
2338,98001,47.3417,-122.28299999999999,230000.0
2339,98199,47.6379,-122.387,545000.0
2340,98029,47.5493,-121.993,705380.0
2341,98028,47.7482,-122.244,459000.0
2342,98115,47.6852,-122.311,815000.0
2345,98107,47.6704,-122.39,430000.0
2346,98003,47.3487,-122.315,255000.0
2347,98115,47.6892,-122.311,588000.0
2348,98008,47.6195,-122.118,350000.0
2349,98006,47.5515,-122.189,625000.0
2350,98059,47.481,-122.116,172500.0
2351,98116,47.573,-122.383,554000.0
2352,98052,47.705,-122.118,775000.0
2354,98028,47.7443,-122.26,618000.0
2355,98166,47.4552,-122.354,305000.0
2356,98042,47.3715,-122.074,232000.0
2357,98001,47.2796,-122.24700000000001,262000.0
2358,98198,47.3731,-122.31200000000001,234000.0
2360,98166,47.4623,-122.345,278000.0
2361,98168,47.4756,-122.294,230000.0
2362,98027,47.5328,-122.051,500000.0
2363,98155,47.7416,-122.32,366500.0
2364,98118,47.5584,-122.28299999999999,665000.0
2366,98117,47.6875,-122.39299999999999,575000.0
2367,98075,47.5848,-122.027,674750.0
2368,98118,47.5615,-122.279,719000.0
2370,98133,47.7508,-122.34899999999999,254000.0
2371,98117,47.6869,-122.39200000000001,443725.0
2372,98053,47.652,-122.031,575000.0
2373,98155,47.7766,-122.277,469000.0
2374,98001,47.327,-122.26700000000001,175000.0
2375,98108,47.5488,-122.29799999999999,437000.0
2376,98028,47.7669,-122.26799999999999,550000.0
2377,98031,47.3911,-122.191,172040.0
2378,98038,47.3693,-122.041,363000.0
2379,98092,47.3198,-122.178,282000.0
2380,98178,47.5115,-122.256,400000.0
2382,98042,47.3391,-122.09299999999999,365000.0
2383,98023,47.2855,-122.36,269950.0
2384,98010,47.3375,-122.04799999999999,260000.0
2385,98023,47.2959,-122.37299999999999,193000.0
2386,98038,47.3769,-122.02799999999999,340000.0
2387,98005,47.6445,-122.167,900000.0
2388,98058,47.4627,-122.12899999999999,371000.0
2390,98168,47.5003,-122.32799999999999,300000.0
2391,98038,47.3542,-122.014,449950.0
2392,98003,47.2735,-122.295,299500.0
2393,98040,47.5377,-122.221,995000.0
2394,98106,47.5299,-122.35700000000001,335000.0
2395,98003,47.3258,-122.32799999999999,280000.0
2396,98034,47.7278,-122.19200000000001,446000.0
2398,98118,47.5273,-122.265,325000.0
2399,98033,47.6641,-122.176,450000.0
2400,98038,47.3843,-122.03200000000001,322500.0
2401,98006,47.5637,-122.139,453000.0
2402,98034,47.7076,-122.23200000000001,655000.0
2403,98115,47.6819,-122.311,603000.0
2404,98001,47.2751,-122.25200000000001,235000.0
2405,98033,47.681000000000004,-122.167,968933.0
2406,98074,47.6113,-122.05799999999999,1020000.0
2407,98033,47.667,-122.178,435000.0
2408,98038,47.3635,-122.054,242000.0
2410,98052,47.6979,-122.11200000000001,810000.0
2411,98072,47.7457,-122.141,625000.0
2412,98001,47.3323,-122.27600000000001,165000.0
2413,98118,47.5327,-122.27600000000001,335000.0
2414,98065,47.5297,-121.82700000000001,286700.0
2415,98115,47.6768,-122.26899999999999,699000.0
2416,98058,47.4288,-122.15299999999999,280000.0
2417,98029,47.5716,-122.022,580000.0
2418,98053,47.7072,-122.01700000000001,754800.0
2419,98019,47.7266,-121.96600000000001,525000.0
2420,98155,47.7437,-122.291,562000.0
2421,98117,47.6805,-122.36399999999999,575000.0
2422,98027,47.5396,-121.99799999999999,808900.0
2423,98040,47.5571,-122.21600000000001,992000.0
2424,98038,47.3826,-122.02799999999999,335000.0
2425,98125,47.7163,-122.303,473000.0
2426,98023,47.3357,-122.336,350000.0
2427,98122,47.6154,-122.28299999999999,1600000.0
2428,98155,47.7542,-122.307,305500.0
2429,98077,47.7383,-122.074,306000.0
2430,98133,47.7064,-122.344,233000.0
2431,98125,47.7152,-122.322,490000.0
2432,98042,47.3424,-122.07700000000001,445000.0
2433,98178,47.4856,-122.24700000000001,355000.0
2434,98058,47.4287,-122.163,360000.0
2435,98115,47.6877,-122.28299999999999,737500.0
2436,98004,47.582,-122.194,985000.0
2437,98126,47.548,-122.375,349950.0
2438,98065,47.5383,-121.87899999999999,520000.0
2439,98177,47.7654,-122.359,355950.0
2440,98055,47.4461,-122.208,485000.0
2441,98092,47.3159,-122.18299999999999,143000.0
2443,98033,47.7002,-122.191,355000.0
2445,98059,47.5025,-122.14200000000001,200000.0
2446,98075,47.5899,-121.979,913000.0
2447,98004,47.6151,-122.21600000000001,1600000.0
2448,98033,47.6897,-122.175,409900.0
2449,98118,47.5223,-122.286,265000.0
2450,98008,47.6434,-122.115,740000.0
2451,98092,47.3347,-122.17,306000.0
2452,98065,47.5328,-121.87100000000001,381000.0
2455,98133,47.7346,-122.352,408000.0
2456,98052,47.7074,-122.101,739900.0
2457,98072,47.7386,-122.09100000000001,674250.0
2458,98177,47.7218,-122.37,438400.0
2460,98116,47.5852,-122.38799999999999,703000.0
2461,98023,47.2871,-122.354,262000.0
2463,98052,47.685,-122.15799999999999,500000.0
2465,98042,47.3809,-122.09700000000001,332000.0
2466,98008,47.6269,-122.09,824000.0
2467,98144,47.5878,-122.31200000000001,290000.0
2468,98109,47.6268,-122.353,700000.0
2469,98107,47.6715,-122.39299999999999,550000.0
2470,98133,47.7212,-122.331,549000.0
2472,98007,47.6133,-122.152,858000.0
2473,98133,47.7252,-122.331,345000.0
2474,98022,47.19600000000001,-122.006,340000.0
2475,98040,47.5791,-122.241,1220000.0
2476,98133,47.7071,-122.336,275000.0
2477,98008,47.6326,-122.119,405000.0
2478,98155,47.7393,-122.325,432500.0
2479,98118,47.5484,-122.287,236500.0
2480,98103,47.6901,-122.339,679000.0
2481,98133,47.7168,-122.333,543000.0
2482,98178,47.4857,-122.25299999999999,294000.0
2483,98058,47.4581,-122.162,340500.0
2484,98006,47.5457,-122.15299999999999,1010000.0
2485,98052,47.6344,-122.10700000000001,335000.0
2486,98011,47.7342,-122.20200000000001,425000.0
2487,98022,47.1896,-122.01299999999999,353000.0
2488,98029,47.5707,-121.999,540000.0
2489,98074,47.6108,-122.06,640000.0
2490,98028,47.7738,-122.26100000000001,339950.0
2493,98005,47.5938,-122.154,660000.0
2494,98002,47.3262,-122.214,280000.0
2495,98002,47.3262,-122.214,300000.0
2496,98023,47.3059,-122.368,207500.0
2497,98146,47.4887,-122.34299999999999,195000.0
2498,98117,47.68600000000001,-122.391,700000.0
2499,98106,47.5344,-122.345,560000.0
2500,98126,47.5256,-122.38,260000.0
2501,98126,47.5256,-122.38,575000.0
2502,98072,47.7515,-122.17399999999999,475000.0
2503,98118,47.5359,-122.27600000000001,285000.0
2504,98029,47.5439,-121.99600000000001,753888.0
2505,98029,47.5506,-121.993,650000.0
2506,98117,47.6773,-122.37200000000001,620000.0
2507,98075,47.5858,-122.015,526000.0
2508,98056,47.4924,-122.175,155000.0
2509,98011,47.7573,-122.21700000000001,342000.0
2512,98053,47.6869,-122.036,608000.0
2513,98168,47.5136,-122.316,179900.0
2514,98117,47.6999,-122.39299999999999,1250000.0
2515,98168,47.4849,-122.301,166000.0
2516,98118,47.5366,-122.26799999999999,462000.0
2517,98029,47.5713,-121.99700000000001,545000.0
2518,98122,47.6118,-122.306,415000.0
2519,98038,47.3838,-122.02600000000001,269000.0
2520,98003,47.2809,-122.296,356500.0
2521,98198,47.3781,-122.314,225000.0
2522,98002,47.301,-122.226,175000.0
2523,98005,47.5903,-122.15700000000001,549000.0
2524,98166,47.4369,-122.338,535000.0
2525,98027,47.5688,-122.087,627000.0
2527,98103,47.6965,-122.34200000000001,392450.0
2528,98053,47.7086,-122.01899999999999,509000.0
2529,98117,47.6865,-122.37899999999999,340000.0
2530,98117,47.6865,-122.37899999999999,537000.0
2531,98075,47.5937,-121.98200000000001,865000.0
2532,98155,47.7448,-122.3,358000.0
2533,98116,47.5848,-122.384,595000.0
2534,98052,47.6791,-122.149,661000.0
2535,98034,47.7211,-122.166,419950.0
2536,98038,47.3545,-122.001,490000.0
2537,98117,47.6847,-122.387,525000.0
2538,98117,47.6959,-122.376,350000.0
2539,98072,47.7749,-122.15899999999999,552500.0
2540,98023,47.3283,-122.337,210000.0
2541,98042,47.3323,-122.079,390000.0
2542,98155,47.7734,-122.315,336800.0
2543,98053,47.6825,-122.036,465000.0
2544,98038,47.3672,-122.01899999999999,299900.0
2545,98029,47.5558,-122.00200000000001,715000.0
2546,98042,47.3472,-122.11,235000.0
2547,98001,47.2877,-122.28299999999999,276000.0
2548,98003,47.2808,-122.3,265000.0
2549,98103,47.68600000000001,-122.346,425000.0
2550,98092,47.2599,-122.215,313000.0
2552,98001,47.3305,-122.285,265000.0
2553,98028,47.7497,-122.245,646000.0
2554,98146,47.4941,-122.34,175000.0
2556,98199,47.6357,-122.397,785000.0
2557,98122,47.6158,-122.29299999999999,890000.0
2558,98034,47.7239,-122.164,612000.0
2559,98023,47.277,-122.34700000000001,330000.0
2560,98052,47.6297,-122.09899999999999,493000.0
2561,98112,47.6381,-122.304,1600000.0
2564,98122,47.6037,-122.311,499000.0
2565,98006,47.549,-122.17299999999999,603500.0
2566,98126,47.5762,-122.37700000000001,530000.0
2567,98004,47.6005,-122.204,895000.0
2568,98023,47.3092,-122.37200000000001,267345.0
2571,98029,47.5667,-122.01799999999999,455000.0
2572,98115,47.6782,-122.27799999999999,630000.0
