,Unnamed: 0,zipcode,lat,long,price_est,city,statecode
1935,2161,98122,47.6169,-122.309,570000.0,SEATTLE,WA
1936,2162,98055,47.428,-122.199,250000.0,RENTON,WA
1937,2163,98001,47.2685,-122.231,238000.0,AUBURN,WA
1938,2164,98155,47.7505,-122.317,265000.0,SEATTLE,WA
1939,2165,98028,47.7428,-122.244,306000.0,KENMORE,WA
1940,2166,98056,47.4911,-122.17,345000.0,RENTON,WA
1941,2167,98177,47.7119,-122.365,765000.0,SEATTLE,WA
1942,2168,98092,47.2634,-122.211,346300.0,AUBURN,WA
1943,2169,98022,47.214,-121.993,342500.0,ENUMCLAW,WA
1944,2170,98011,47.7534,-122.218,501000.0,BOTHELL,WA
1945,2171,98042,47.369,-122.084,270000.0,KENT,WA
1946,2172,98122,47.6052,-122.3,638000.0,SEATTLE,WA
1947,2173,98119,47.6508,-122.368,460000.0,SEATTLE,WA
1948,2174,98004,47.6255,-122.199,760000.0,BELLEVUE,WA
1949,2175,98040,47.56100000000001,-122.226,1090000.0,MERCER ISLAND,WA
1950,2176,98019,47.7425,-121.981,234000.0,DUVALL,WA
1951,2178,98117,47.6949,-122.37,488000.0,SEATTLE,WA
1952,2179,98004,47.6275,-122.227,1550000.0,BELLEVUE,WA
1953,2180,98177,47.7689,-122.379,499000.0,SEATTLE,WA
1954,2181,98178,47.5056,-122.244,150000.0,SEATTLE,WA
1955,2182,98003,47.2697,-122.312,333000.0,FEDERAL WAY,WA
1956,2183,98155,47.7425,-122.289,700000.0,SEATTLE,WA
1957,2184,98168,47.489,-122.316,275000.0,SEATTLE,WA
1958,2185,98146,47.5051,-122.344,330000.0,SEATTLE,WA
1959,2186,98155,47.7406,-122.313,360000.0,SEATTLE,WA
1960,2187,98125,47.7133,-122.308,467000.0,SEATTLE,WA
1961,2188,98074,47.6163,-122.056,568000.0,SAMMAMISH,WA
1962,2189,98052,47.6474,-122.11,605000.0,REDMOND,WA
1963,2190,98075,47.5898,-121.989,750000.0,SAMMAMISH,WA
1964,2191,98053,47.6377,-121.995,760000.0,REDMOND,WA
1965,2192,98058,47.4257,-122.146,265000.0,RENTON,WA
1966,2193,98006,47.5699,-122.177,490000.0,BELLEVUE,WA
1967,2194,98038,47.3552,-122.026,360000.0,MAPLE VALLEY,WA
1968,2195,98023,47.3287,-122.353,311750.0,FEDERAL WAY,WA
1969,2196,98028,47.7623,-122.256,399000.0,KENMORE,WA
1970,2197,98042,47.3739,-122.126,347000.0,KENT,WA
1971,2199,98065,47.5408,-121.861,585000.0,SNOQUALMIE,WA
1972,2200,98031,47.4052,-122.17,340000.0,KENT,WA
1973,2201,98029,47.5723,-122.007,612000.0,ISSAQUAH,WA
1974,2202,98038,47.3733,-122.057,230000.0,MAPLE VALLEY,WA
1975,2203,98029,47.5752,-121.995,604000.0,ISSAQUAH,WA
1976,2204,98002,47.3188,-122.212,250000.0,AUBURN,WA
1977,2205,98038,47.359,-122.049,258500.0,MAPLE VALLEY,WA
1978,2206,98199,47.6422,-122.403,783000.0,SEATTLE,WA
1979,2207,98199,47.6456,-122.389,1050000.0,SEATTLE,WA
1980,2208,98033,47.688,-122.163,760000.0,KIRKLAND,WA
1981,2209,98106,47.5535,-122.362,276000.0,SEATTLE,WA
1982,2210,98008,47.6231,-122.102,550000.0,BELLEVUE,WA
1983,2211,98125,47.7272,-122.311,398000.0,SEATTLE,WA
1984,2212,98107,47.6711,-122.364,775000.0,SEATTLE,WA
1985,2213,98006,47.5471,-122.155,1030000.0,BELLEVUE,WA
1986,2214,98055,47.4763,-122.206,327000.0,RENTON,WA
1987,2215,98019,47.7302,-121.974,564500.0,DUVALL,WA
1988,2216,98117,47.6794,-122.37,782000.0,SEATTLE,WA
1989,2217,98038,47.3477,-122.024,398000.0,MAPLE VALLEY,WA
1990,2218,98034,47.7244,-122.222,257000.0,KIRKLAND,WA
1991,2219,98092,47.3168,-122.174,235000.0,AUBURN,WA
1992,2222,98038,47.3534,-122.057,275000.0,MAPLE VALLEY,WA
1993,2223,98027,47.5515,-122.083,665000.0,ISSAQUAH,WA
1994,2224,98052,47.6299,-122.099,670000.0,REDMOND,WA
1995,2225,98034,47.72,-122.229,465000.0,KIRKLAND,WA
1996,2226,98042,47.364,-122.094,210000.0,KENT,WA
1997,2227,98092,47.3182,-122.189,265000.0,AUBURN,WA
1998,2228,98033,47.7034,-122.188,426000.0,KIRKLAND,WA
1999,2229,98008,47.6236,-122.103,529219.0,BELLEVUE,WA
2000,2230,98072,47.7529,-122.116,600000.0,WOODINVILLE,WA
2001,2231,98074,47.6039,-122.059,875000.0,SAMMAMISH,WA
2002,2232,98199,47.6466,-122.389,608000.0,SEATTLE,WA
2003,2233,98022,47.2159,-121.964,220000.0,ENUMCLAW,WA
2004,2235,98092,47.2953,-122.185,295450.0,AUBURN,WA
2005,2236,98118,47.5557,-122.278,315000.0,SEATTLE,WA
2006,2237,98031,47.3933,-122.195,205000.0,KENT,WA
2007,2238,98148,47.4275,-122.331,310000.0,SEATTLE,WA
2008,2239,98119,47.6501,-122.37,1000000.0,SEATTLE,WA
2009,2240,98038,47.3552,-122.001,525000.0,MAPLE VALLEY,WA
2010,2241,98168,47.5137,-122.333,284000.0,SEATTLE,WA
2011,2242,98074,47.6147,-122.045,510000.0,SAMMAMISH,WA
2012,2243,98103,47.6988,-122.354,405000.0,SEATTLE,WA
2013,2244,98028,47.7698,-122.268,509950.0,KENMORE,WA
2014,2245,98053,47.6876,-122.049,600000.0,REDMOND,WA
2015,2246,98103,47.692,-122.338,990000.0,SEATTLE,WA
2016,2247,98178,47.5041,-122.253,280005.0,SEATTLE,WA
2017,2248,98010,47.3402,-122.046,700000.0,BLACK DIAMOND,WA
2018,2249,98126,47.5281,-122.375,330000.0,SEATTLE,WA
2019,2250,98198,47.4131,-122.331,340000.0,SEATTLE,WA
2020,2251,98052,47.6658,-122.132,468000.0,REDMOND,WA
2021,2252,98040,47.5578,-122.212,1340000.0,MERCER ISLAND,WA
2022,2253,98006,47.5632,-122.182,515000.0,BELLEVUE,WA
2023,2254,98022,47.1985,-122.001,245000.0,ENUMCLAW,WA
2024,2255,98031,47.4042,-122.194,265000.0,KENT,WA
2025,2256,98031,47.4185,-122.212,372400.0,KENT,WA
2026,2257,98155,47.753,-122.328,390000.0,SEATTLE,WA
2027,2258,98002,47.278,-122.205,208000.0,AUBURN,WA
2028,2259,98155,47.769,-122.316,273000.0,SEATTLE,WA
2029,2260,98019,47.7454,-121.977,455000.0,DUVALL,WA
2030,2261,98023,47.3082,-122.358,270000.0,FEDERAL WAY,WA
2031,2262,98008,47.6049,-122.126,618000.0,BELLEVUE,WA
2032,2263,98001,47.3334,-122.289,213550.0,AUBURN,WA
2033,2264,98198,47.4232,-122.324,210000.0,SEATTLE,WA
2034,2266,98133,47.7027,-122.347,403500.0,SEATTLE,WA
2035,2267,98022,47.2083,-122.005,235000.0,ENUMCLAW,WA
2036,2268,98055,47.4799,-122.232,287500.0,RENTON,WA
2037,2269,98115,47.6904,-122.295,546800.0,SEATTLE,WA
2038,2270,98002,47.2853,-122.22,183000.0,AUBURN,WA
2039,2272,98144,47.5724,-122.301,299500.0,SEATTLE,WA
2040,2273,98008,47.6263,-122.124,610000.0,BELLEVUE,WA
2041,2274,98188,47.4513,-122.268,288350.0,SEATTLE,WA
2042,2275,98103,47.6562,-122.354,500000.0,SEATTLE,WA
2043,2276,98115,47.6792,-122.287,625000.0,SEATTLE,WA
2044,2277,98136,47.5439,-122.386,418000.0,SEATTLE,WA
2045,2278,98122,47.6108,-122.308,660000.0,SEATTLE,WA
2046,2279,98115,47.6943,-122.299,775000.0,SEATTLE,WA
2047,2280,98034,47.7232,-122.174,429500.0,KIRKLAND,WA
2048,2281,98112,47.6272,-122.29,569000.0,SEATTLE,WA
2049,2282,98031,47.4081,-122.178,250000.0,KENT,WA
2050,2283,98042,47.3682,-122.148,225000.0,KENT,WA
2051,2284,98166,47.4268,-122.343,530000.0,SEATTLE,WA
2052,2285,98155,47.7586,-122.303,306000.0,SEATTLE,WA
2053,2286,98056,47.5396,-122.18,517100.0,RENTON,WA
2054,2287,98072,47.7628,-122.163,354950.0,WOODINVILLE,WA
2055,2288,98115,47.6793,-122.3,348000.0,SEATTLE,WA
2056,2289,98077,47.7466,-122.077,522250.0,WOODINVILLE,WA
2057,2290,98023,47.3186,-122.391,275000.0,FEDERAL WAY,WA
2058,2291,98125,47.7109,-122.311,390000.0,SEATTLE,WA
2059,2292,98148,47.4267,-122.331,260000.0,SEATTLE,WA
2060,2293,98112,47.6388,-122.3,585000.0,SEATTLE,WA
2061,2294,98115,47.6866,-122.317,605000.0,SEATTLE,WA
2062,2295,98030,47.3813,-122.204,342000.0,KENT,WA
2063,2296,98005,47.6518,-122.16,900000.0,BELLEVUE,WA
2064,2297,98031,47.3993,-122.183,252000.0,KENT,WA
2065,2298,98003,47.3371,-122.325,357000.0,FEDERAL WAY,WA
2066,2299,98008,47.6181,-122.117,370000.0,BELLEVUE,WA
2067,2300,98056,47.5121,-122.17,322500.0,RENTON,WA
2068,2301,98002,47.3065,-122.222,210000.0,AUBURN,WA
2069,2302,98133,47.7202,-122.339,290000.0,SEATTLE,WA
2070,2303,98075,47.5854,-122.08,860000.0,SAMMAMISH,WA
2071,2304,98118,47.5543,-122.275,302000.0,SEATTLE,WA
2072,2305,98003,47.3367,-122.332,369160.0,FEDERAL WAY,WA
2073,2306,98112,47.6406,-122.304,1190000.0,SEATTLE,WA
2074,2307,98004,47.5892,-122.203,993000.0,BELLEVUE,WA
2075,2308,98027,47.5342,-122.036,380000.0,ISSAQUAH,WA
2076,2309,98177,47.7229,-122.359,635000.0,SEATTLE,WA
2077,2310,98024,47.5687,-121.898,260000.0,FALL CITY,WA
2078,2311,98178,47.4974,-122.231,243000.0,SEATTLE,WA
2079,2312,98004,47.5831,-122.193,1400000.0,BELLEVUE,WA
2080,2313,98177,47.7228,-122.369,665000.0,SEATTLE,WA
2081,2314,98007,47.6599,-122.146,898000.0,BELLEVUE,WA
2082,2315,98144,47.5744,-122.305,583000.0,SEATTLE,WA
2083,2316,98033,47.6976,-122.169,429000.0,KIRKLAND,WA
2084,2317,98034,47.7317,-122.197,471000.0,KIRKLAND,WA
2085,2320,98006,47.5659,-122.117,450000.0,BELLEVUE,WA
2086,2321,98117,47.6895,-122.37,552500.0,SEATTLE,WA
2087,2322,98006,47.5674,-122.142,437000.0,BELLEVUE,WA
2088,2323,98118,47.5331,-122.278,270000.0,SEATTLE,WA
2089,2324,98092,47.2927,-122.183,226740.0,AUBURN,WA
2090,2325,98028,47.7675,-122.261,446500.0,KENMORE,WA
2091,2326,98022,47.2103,-121.999,283000.0,ENUMCLAW,WA
2092,2327,98024,47.5245,-121.926,445000.0,FALL CITY,WA
2093,2328,98126,47.5172,-122.375,250000.0,SEATTLE,WA
2094,2329,98146,47.5133,-122.372,307000.0,SEATTLE,WA
2095,2330,98023,47.295,-122.37,315000.0,FEDERAL WAY,WA
2096,2331,98136,47.5159,-122.395,555000.0,SEATTLE,WA
2097,2332,98031,47.4056,-122.176,264900.0,KENT,WA
2098,2333,98103,47.6939,-122.34,510000.0,SEATTLE,WA
2099,2334,98058,47.4445,-122.17,328000.0,RENTON,WA
2100,2335,98038,47.3565,-122.015,358000.0,MAPLE VALLEY,WA
2101,2336,98042,47.3989,-122.164,325000.0,KENT,WA
2102,2338,98001,47.3417,-122.283,230000.0,AUBURN,WA
2103,2339,98199,47.6379,-122.387,545000.0,SEATTLE,WA
2104,2340,98029,47.5493,-121.993,705380.0,ISSAQUAH,WA
2105,2341,98028,47.7482,-122.244,459000.0,KENMORE,WA
2106,2342,98115,47.6852,-122.311,815000.0,SEATTLE,WA
2107,2345,98107,47.6704,-122.39,430000.0,SEATTLE,WA
2108,2346,98003,47.3487,-122.315,255000.0,FEDERAL WAY,WA
2109,2347,98115,47.6892,-122.311,588000.0,SEATTLE,WA
2110,2348,98008,47.6195,-122.118,350000.0,BELLEVUE,WA
2111,2349,98006,47.5515,-122.189,625000.0,BELLEVUE,WA
2112,2350,98059,47.481,-122.116,172500.0,RENTON,WA
2113,2351,98116,47.573,-122.383,554000.0,SEATTLE,WA
2114,2352,98052,47.705,-122.118,775000.0,REDMOND,WA
2115,2354,98028,47.7443,-122.26,618000.0,KENMORE,WA
2116,2355,98166,47.4552,-122.354,305000.0,SEATTLE,WA
2117,2356,98042,47.3715,-122.074,232000.0,KENT,WA
2118,2357,98001,47.2796,-122.247,262000.0,AUBURN,WA
2119,2358,98198,47.3731,-122.312,234000.0,SEATTLE,WA
2120,2360,98166,47.4623,-122.345,278000.0,SEATTLE,WA
2121,2361,98168,47.4756,-122.294,230000.0,SEATTLE,WA
2122,2362,98027,47.5328,-122.051,500000.0,ISSAQUAH,WA
2123,2363,98155,47.7416,-122.32,366500.0,SEATTLE,WA
2124,2364,98118,47.5584,-122.283,665000.0,SEATTLE,WA
2125,2366,98117,47.6875,-122.393,575000.0,SEATTLE,WA
2126,2367,98075,47.5848,-122.027,674750.0,SAMMAMISH,WA
2127,2368,98118,47.5615,-122.279,719000.0,SEATTLE,WA
2128,2370,98133,47.7508,-122.349,254000.0,SEATTLE,WA
2129,2371,98117,47.6869,-122.392,443725.0,SEATTLE,WA
2130,2372,98053,47.652,-122.031,575000.0,REDMOND,WA
2131,2373,98155,47.7766,-122.277,469000.0,SEATTLE,WA
2132,2374,98001,47.327,-122.267,175000.0,AUBURN,WA
2133,2375,98108,47.5488,-122.298,437000.0,SEATTLE,WA
2134,2376,98028,47.7669,-122.268,550000.0,KENMORE,WA
2135,2377,98031,47.3911,-122.191,172040.0,KENT,WA
2136,2378,98038,47.3693,-122.041,363000.0,MAPLE VALLEY,WA
2137,2379,98092,47.3198,-122.178,282000.0,AUBURN,WA
2138,2380,98178,47.5115,-122.256,400000.0,SEATTLE,WA
2139,2382,98042,47.3391,-122.093,365000.0,KENT,WA
2140,2383,98023,47.2855,-122.36,269950.0,FEDERAL WAY,WA
2141,2384,98010,47.3375,-122.048,260000.0,BLACK DIAMOND,WA
2142,2385,98023,47.2959,-122.373,193000.0,FEDERAL WAY,WA
2143,2386,98038,47.3769,-122.028,340000.0,MAPLE VALLEY,WA
2144,2387,98005,47.6445,-122.167,900000.0,BELLEVUE,WA
2145,2388,98058,47.4627,-122.129,371000.0,RENTON,WA
2146,2390,98168,47.5003,-122.328,300000.0,SEATTLE,WA
2147,2391,98038,47.3542,-122.014,449950.0,MAPLE VALLEY,WA
2148,2392,98003,47.2735,-122.295,299500.0,FEDERAL WAY,WA
2149,2393,98040,47.5377,-122.221,995000.0,MERCER ISLAND,WA
2150,2394,98106,47.5299,-122.357,335000.0,SEATTLE,WA
2151,2395,98003,47.3258,-122.328,280000.0,FEDERAL WAY,WA
2152,2396,98034,47.7278,-122.192,446000.0,KIRKLAND,WA
2153,2398,98118,47.5273,-122.265,325000.0,SEATTLE,WA
2154,2399,98033,47.6641,-122.176,450000.0,KIRKLAND,WA
2155,2400,98038,47.3843,-122.032,322500.0,MAPLE VALLEY,WA
2156,2401,98006,47.5637,-122.139,453000.0,BELLEVUE,WA
2157,2402,98034,47.7076,-122.232,655000.0,KIRKLAND,WA
2158,2403,98115,47.6819,-122.311,603000.0,SEATTLE,WA
2159,2404,98001,47.2751,-122.252,235000.0,AUBURN,WA
2160,2405,98033,47.681,-122.167,968933.0,KIRKLAND,WA
2161,2406,98074,47.6113,-122.058,1020000.0,SAMMAMISH,WA
2162,2407,98033,47.667,-122.178,435000.0,KIRKLAND,WA
2163,2408,98038,47.3635,-122.054,242000.0,MAPLE VALLEY,WA
2164,2410,98052,47.6979,-122.112,810000.0,REDMOND,WA
2165,2411,98072,47.7457,-122.141,625000.0,WOODINVILLE,WA
2166,2412,98001,47.3323,-122.276,165000.0,AUBURN,WA
2167,2413,98118,47.5327,-122.276,335000.0,SEATTLE,WA
2168,2414,98065,47.5297,-121.827,286700.0,SNOQUALMIE,WA
2169,2415,98115,47.6768,-122.269,699000.0,SEATTLE,WA
2170,2416,98058,47.4288,-122.153,280000.0,RENTON,WA
2171,2417,98029,47.5716,-122.022,580000.0,ISSAQUAH,WA
2172,2418,98053,47.7072,-122.017,754800.0,REDMOND,WA
2173,2419,98019,47.7266,-121.966,525000.0,DUVALL,WA
2174,2420,98155,47.7437,-122.291,562000.0,SEATTLE,WA
2175,2421,98117,47.6805,-122.364,575000.0,SEATTLE,WA
2176,2422,98027,47.5396,-121.998,808900.0,ISSAQUAH,WA
2177,2423,98040,47.5571,-122.216,992000.0,MERCER ISLAND,WA
2178,2424,98038,47.3826,-122.028,335000.0,MAPLE VALLEY,WA
2179,2425,98125,47.7163,-122.303,473000.0,SEATTLE,WA
2180,2426,98023,47.3357,-122.336,350000.0,FEDERAL WAY,WA
2181,2427,98122,47.6154,-122.283,1600000.0,SEATTLE,WA
2182,2428,98155,47.7542,-122.307,305500.0,SEATTLE,WA
2183,2429,98077,47.7383,-122.074,306000.0,WOODINVILLE,WA
2184,2430,98133,47.7064,-122.344,233000.0,SEATTLE,WA
2185,2431,98125,47.7152,-122.322,490000.0,SEATTLE,WA
2186,2432,98042,47.3424,-122.077,445000.0,KENT,WA
2187,2433,98178,47.4856,-122.247,355000.0,SEATTLE,WA
2188,2434,98058,47.4287,-122.163,360000.0,RENTON,WA
2189,2435,98115,47.6877,-122.283,737500.0,SEATTLE,WA
2190,2436,98004,47.582,-122.194,985000.0,BELLEVUE,WA
2191,2437,98126,47.548,-122.375,349950.0,SEATTLE,WA
2192,2438,98065,47.5383,-121.879,520000.0,SNOQUALMIE,WA
2193,2439,98177,47.7654,-122.359,355950.0,SEATTLE,WA
2194,2440,98055,47.4461,-122.208,485000.0,RENTON,WA
2195,2441,98092,47.3159,-122.183,143000.0,AUBURN,WA
2196,2443,98033,47.7002,-122.191,355000.0,KIRKLAND,WA
2197,2445,98059,47.5025,-122.142,200000.0,RENTON,WA
2198,2446,98075,47.5899,-121.979,913000.0,SAMMAMISH,WA
2199,2447,98004,47.6151,-122.216,1600000.0,BELLEVUE,WA
2200,2448,98033,47.6897,-122.175,409900.0,KIRKLAND,WA
2201,2449,98118,47.5223,-122.286,265000.0,SEATTLE,WA
2202,2450,98008,47.6434,-122.115,740000.0,BELLEVUE,WA
2203,2451,98092,47.3347,-122.17,306000.0,AUBURN,WA
2204,2452,98065,47.5328,-121.871,381000.0,SNOQUALMIE,WA
2205,2455,98133,47.7346,-122.352,408000.0,SEATTLE,WA
2206,2456,98052,47.7074,-122.101,739900.0,REDMOND,WA
2207,2457,98072,47.7386,-122.091,674250.0,WOODINVILLE,WA
2208,2458,98177,47.7218,-122.37,438400.0,SEATTLE,WA
2209,2460,98116,47.5852,-122.388,703000.0,SEATTLE,WA
2210,2461,98023,47.2871,-122.354,262000.0,FEDERAL WAY,WA
2211,2463,98052,47.685,-122.158,500000.0,REDMOND,WA
2212,2465,98042,47.3809,-122.097,332000.0,KENT,WA
2213,2466,98008,47.6269,-122.09,824000.0,BELLEVUE,WA
2214,2467,98144,47.5878,-122.312,290000.0,SEATTLE,WA
2215,2468,98109,47.6268,-122.353,700000.0,SEATTLE,WA
2216,2469,98107,47.6715,-122.393,550000.0,SEATTLE,WA
2217,2470,98133,47.7212,-122.331,549000.0,SEATTLE,WA
2218,2472,98007,47.6133,-122.152,858000.0,BELLEVUE,WA
2219,2473,98133,47.7252,-122.331,345000.0,SEATTLE,WA
2220,2474,98022,47.19600000000001,-122.006,340000.0,ENUMCLAW,WA
2221,2475,98040,47.5791,-122.241,1220000.0,MERCER ISLAND,WA
2222,2476,98133,47.7071,-122.336,275000.0,SEATTLE,WA
2223,2477,98008,47.6326,-122.119,405000.0,BELLEVUE,WA
2224,2478,98155,47.7393,-122.325,432500.0,SEATTLE,WA
2225,2479,98118,47.5484,-122.287,236500.0,SEATTLE,WA
2226,2480,98103,47.6901,-122.339,679000.0,SEATTLE,WA
2227,2481,98133,47.7168,-122.333,543000.0,SEATTLE,WA
2228,2482,98178,47.4857,-122.253,294000.0,SEATTLE,WA
2229,2483,98058,47.4581,-122.162,340500.0,RENTON,WA
2230,2484,98006,47.5457,-122.153,1010000.0,BELLEVUE,WA
2231,2485,98052,47.6344,-122.107,335000.0,REDMOND,WA
2232,2486,98011,47.7342,-122.202,425000.0,BOTHELL,WA
2233,2487,98022,47.1896,-122.013,353000.0,ENUMCLAW,WA
2234,2488,98029,47.5707,-121.999,540000.0,ISSAQUAH,WA
2235,2489,98074,47.6108,-122.06,640000.0,SAMMAMISH,WA
2236,2490,98028,47.7738,-122.261,339950.0,KENMORE,WA
2237,2493,98005,47.5938,-122.154,660000.0,BELLEVUE,WA
2238,2494,98002,47.3262,-122.214,280000.0,AUBURN,WA
2239,2495,98002,47.3262,-122.214,300000.0,AUBURN,WA
2240,2496,98023,47.3059,-122.368,207500.0,FEDERAL WAY,WA
2241,2497,98146,47.4887,-122.343,195000.0,SEATTLE,WA
2242,2498,98117,47.68600000000001,-122.391,700000.0,SEATTLE,WA
2243,2499,98106,47.5344,-122.345,560000.0,SEATTLE,WA
2244,2500,98126,47.5256,-122.38,260000.0,SEATTLE,WA
2245,2501,98126,47.5256,-122.38,575000.0,SEATTLE,WA
2246,2502,98072,47.7515,-122.174,475000.0,WOODINVILLE,WA
2247,2503,98118,47.5359,-122.276,285000.0,SEATTLE,WA
2248,2504,98029,47.5439,-121.996,753888.0,ISSAQUAH,WA
2249,2505,98029,47.5506,-121.993,650000.0,ISSAQUAH,WA
2250,2506,98117,47.6773,-122.372,620000.0,SEATTLE,WA
2251,2507,98075,47.5858,-122.015,526000.0,SAMMAMISH,WA
2252,2508,98056,47.4924,-122.175,155000.0,RENTON,WA
2253,2509,98011,47.7573,-122.217,342000.0,BOTHELL,WA
2254,2512,98053,47.6869,-122.036,608000.0,REDMOND,WA
2255,2513,98168,47.5136,-122.316,179900.0,SEATTLE,WA
2256,2514,98117,47.6999,-122.393,1250000.0,SEATTLE,WA
2257,2515,98168,47.4849,-122.301,166000.0,SEATTLE,WA
2258,2516,98118,47.5366,-122.268,462000.0,SEATTLE,WA
2259,2517,98029,47.5713,-121.997,545000.0,ISSAQUAH,WA
2260,2518,98122,47.6118,-122.306,415000.0,SEATTLE,WA
2261,2519,98038,47.3838,-122.026,269000.0,MAPLE VALLEY,WA
2262,2520,98003,47.2809,-122.296,356500.0,FEDERAL WAY,WA
2263,2521,98198,47.3781,-122.314,225000.0,SEATTLE,WA
2264,2522,98002,47.301,-122.226,175000.0,AUBURN,WA
2265,2523,98005,47.5903,-122.157,549000.0,BELLEVUE,WA
2266,2524,98166,47.4369,-122.338,535000.0,SEATTLE,WA
2267,2525,98027,47.5688,-122.087,627000.0,ISSAQUAH,WA
2268,2527,98103,47.6965,-122.342,392450.0,SEATTLE,WA
2269,2528,98053,47.7086,-122.019,509000.0,REDMOND,WA
2270,2529,98117,47.6865,-122.379,340000.0,SEATTLE,WA
2271,2530,98117,47.6865,-122.379,537000.0,SEATTLE,WA
2272,2531,98075,47.5937,-121.982,865000.0,SAMMAMISH,WA
2273,2532,98155,47.7448,-122.3,358000.0,SEATTLE,WA
2274,2533,98116,47.5848,-122.384,595000.0,SEATTLE,WA
2275,2534,98052,47.6791,-122.149,661000.0,REDMOND,WA
2276,2535,98034,47.7211,-122.166,419950.0,KIRKLAND,WA
2277,2536,98038,47.3545,-122.001,490000.0,MAPLE VALLEY,WA
2278,2537,98117,47.6847,-122.387,525000.0,SEATTLE,WA
2279,2538,98117,47.6959,-122.376,350000.0,SEATTLE,WA
2280,2539,98072,47.7749,-122.159,552500.0,WOODINVILLE,WA
2281,2540,98023,47.3283,-122.337,210000.0,FEDERAL WAY,WA
2282,2541,98042,47.3323,-122.079,390000.0,KENT,WA
2283,2542,98155,47.7734,-122.315,336800.0,SEATTLE,WA
2284,2543,98053,47.6825,-122.036,465000.0,REDMOND,WA
2285,2544,98038,47.3672,-122.019,299900.0,MAPLE VALLEY,WA
2286,2545,98029,47.5558,-122.002,715000.0,ISSAQUAH,WA
2287,2546,98042,47.3472,-122.11,235000.0,KENT,WA
2288,2547,98001,47.2877,-122.283,276000.0,AUBURN,WA
2289,2548,98003,47.2808,-122.3,265000.0,FEDERAL WAY,WA
2290,2549,98103,47.68600000000001,-122.346,425000.0,SEATTLE,WA
2291,2550,98092,47.2599,-122.215,313000.0,AUBURN,WA
2292,2552,98001,47.3305,-122.285,265000.0,AUBURN,WA
2293,2553,98028,47.7497,-122.245,646000.0,KENMORE,WA
2294,2554,98146,47.4941,-122.34,175000.0,SEATTLE,WA
2295,2556,98199,47.6357,-122.397,785000.0,SEATTLE,WA
2296,2557,98122,47.6158,-122.293,890000.0,SEATTLE,WA
2297,2558,98034,47.7239,-122.164,612000.0,KIRKLAND,WA
2298,2559,98023,47.277,-122.347,330000.0,FEDERAL WAY,WA
2299,2560,98052,47.6297,-122.099,493000.0,REDMOND,WA
2300,2561,98112,47.6381,-122.304,1600000.0,SEATTLE,WA
2301,2564,98122,47.6037,-122.311,499000.0,SEATTLE,WA
2302,2565,98006,47.549,-122.173,603500.0,BELLEVUE,WA
2303,2566,98126,47.5762,-122.377,530000.0,SEATTLE,WA
2304,2567,98004,47.6005,-122.204,895000.0,BELLEVUE,WA
2305,2568,98023,47.3092,-122.372,267345.0,FEDERAL WAY,WA
2306,2571,98029,47.5667,-122.018,455000.0,ISSAQUAH,WA
2307,2572,98115,47.6782,-122.278,630000.0,SEATTLE,WA
2308,2573,98029,47.5533,-121.992,690000.0,ISSAQUAH,WA
2309,2574,98023,47.302,-122.382,212000.0,FEDERAL WAY,WA
2310,2575,98030,47.3762,-122.183,231500.0,KENT,WA
2311,2577,98092,47.3163,-122.142,378500.0,AUBURN,WA
2312,2578,98038,47.375,-122.022,482000.0,MAPLE VALLEY,WA
2313,2579,98103,47.6554,-122.333,695000.0,SEATTLE,WA
2314,2580,98052,47.6908,-122.052,965000.0,REDMOND,WA
2315,2581,98199,47.6481,-122.406,675000.0,SEATTLE,WA
2316,2582,98034,47.7168,-122.192,387000.0,KIRKLAND,WA
2317,2583,98058,47.4442,-122.129,347500.0,RENTON,WA
2318,2584,98166,47.4598,-122.352,385000.0,SEATTLE,WA
2319,2585,98126,47.5209,-122.374,265000.0,SEATTLE,WA
2320,2586,98115,47.6805,-122.301,406000.0,SEATTLE,WA
2321,2588,98103,47.6838,-122.352,415000.0,SEATTLE,WA
2322,2589,98034,47.7231,-122.17,375000.0,KIRKLAND,WA
2323,2590,98074,47.6319,-122.022,620000.0,SAMMAMISH,WA
2324,2591,98038,47.3539,-122.024,337500.0,MAPLE VALLEY,WA
2325,2592,98005,47.5901,-122.167,565000.0,BELLEVUE,WA
2326,2594,98004,47.6144,-122.211,1070000.0,BELLEVUE,WA
2327,2595,98056,47.4983,-122.167,352500.0,RENTON,WA
2328,2596,98030,47.3665,-122.183,259000.0,KENT,WA
2329,2597,98106,47.5268,-122.343,320000.0,SEATTLE,WA
2330,2598,98052,47.6712,-122.142,733000.0,REDMOND,WA
2331,2599,98115,47.6859,-122.322,381500.0,SEATTLE,WA
2332,2600,98118,47.5492,-122.274,343000.0,SEATTLE,WA
2333,2601,98022,47.2113,-121.992,205500.0,ENUMCLAW,WA
2334,2602,98075,47.5821,-122.016,525000.0,SAMMAMISH,WA
2335,2603,98056,47.4883,-122.191,300000.0,RENTON,WA
2336,2605,98029,47.5763,-122.0,561000.0,ISSAQUAH,WA
2337,2606,98144,47.5934,-122.308,450000.0,SEATTLE,WA
2338,2607,98052,47.6914,-122.103,540000.0,REDMOND,WA
2339,2609,98198,47.4213,-122.322,230000.0,SEATTLE,WA
2340,2610,98042,47.3442,-122.062,399950.0,KENT,WA
