,Unnamed: 0,zipcode,lat,long,price_est,city,statecode,sqft_living,floors,waterfront,viewed_by_buyer,condition,yr_built
3098,3453,98074,47.6225,-122.064,508500.0,SAMMAMISH,WA,2520.0,2.0,0.0,0.0,3.0,1979.0
3099,3454,98155,47.736,-122.295,345950.0,SEATTLE,WA,1340.0,1.0,0.0,0.0,3.0,1934.0
3100,3455,98042,47.3256,-122.141,207500.0,KENT,WA,1640.0,1.0,0.0,0.0,3.0,1968.0
3101,3456,98040,47.5347,-122.227,1080000.0,MERCER ISLAND,WA,3000.0,1.0,0.0,0.0,4.0,1969.0
3102,3457,98112,47.6317,-122.301,640000.0,SEATTLE,WA,1210.0,2.0,0.0,0.0,4.0,1930.0
3103,3458,98070,47.4482,-122.462,329500.0,VASHON,WA,1810.0,1.0,0.0,0.0,4.0,1941.0
3104,3459,98028,47.7713,-122.259,460000.0,KENMORE,WA,2200.0,1.0,0.0,0.0,3.0,1979.0
3105,3460,98004,47.6074,-122.213,1230000.0,BELLEVUE,WA,,,,,,
3106,3462,98042,47.3425,-122.082,200000.0,KENT,WA,1090.0,1.0,0.0,0.0,3.0,1963.0
3107,3463,98059,47.4804,-122.151,749700.0,RENTON,WA,2280.0,1.0,0.0,0.0,3.0,1977.0
3108,3464,98117,47.6815,-122.382,535000.0,SEATTLE,WA,1520.0,1.0,0.0,0.0,4.0,1927.0
3109,3465,98178,47.5048,-122.241,330000.0,SEATTLE,WA,,,,,,
3110,3466,98116,47.5737,-122.383,479200.0,SEATTLE,WA,1510.0,1.0,0.0,0.0,4.0,1928.0
3111,3467,98042,47.3727,-122.177,373000.0,KENT,WA,3001.0,2.0,0.0,0.0,3.0,2006.0
3112,3468,98178,47.5019,-122.235,355000.0,SEATTLE,WA,2020.0,1.0,0.0,0.0,4.0,1953.0
3113,3469,98038,47.3661,-122.021,275000.0,MAPLE VALLEY,WA,1380.0,1.0,0.0,0.0,3.0,2008.0
3114,3470,98136,47.5284,-122.387,380000.0,SEATTLE,WA,1520.0,1.0,0.0,0.0,3.0,1949.0
3115,3471,98105,47.6677,-122.324,417000.0,SEATTLE,WA,1090.0,1.0,0.0,0.0,4.0,1915.0
3116,3473,98074,47.6381,-122.062,598500.0,SAMMAMISH,WA,2520.0,1.0,0.0,0.0,3.0,1978.0
3117,3474,98199,47.6408,-122.403,629000.0,SEATTLE,WA,1760.0,1.0,0.0,0.0,5.0,1920.0
3118,3475,98168,47.4868,-122.33,226950.0,SEATTLE,WA,930.0,1.0,0.0,0.0,3.0,1957.0
3119,3476,98177,47.7076,-122.377,1230000.0,SEATTLE,WA,,,,,,
3120,3477,98056,47.5162,-122.176,415000.0,RENTON,WA,2180.0,1.0,0.0,0.0,5.0,1979.0
3121,3478,98029,47.5491,-122.005,595000.0,ISSAQUAH,WA,1910.0,2.0,0.0,0.0,3.0,2001.0
3122,3479,98042,47.3625,-122.084,209950.0,KENT,WA,1100.0,1.0,0.0,0.0,5.0,1968.0
3123,3481,98178,47.4976,-122.262,119900.0,SEATTLE,WA,700.0,1.0,0.0,0.0,3.0,1951.0
3124,3482,98023,47.3215,-122.351,207000.0,FEDERAL WAY,WA,1080.0,1.0,0.0,0.0,4.0,1962.0
3125,3483,98001,47.3278,-122.262,195000.0,AUBURN,WA,1070.0,1.0,0.0,0.0,3.0,1967.0
3126,3484,98166,47.4561,-122.357,324950.0,SEATTLE,WA,1460.0,1.0,0.0,0.0,3.0,1955.0
3127,3485,98133,47.7294,-122.341,210000.0,SEATTLE,WA,1050.0,1.0,0.0,0.0,4.0,1947.0
3128,3486,98053,47.6367,-121.958,1080000.0,REDMOND,WA,3160.0,2.0,0.0,0.0,3.0,1995.0
3129,3487,98108,47.5402,-122.298,325088.0,SEATTLE,WA,1400.0,1.0,0.0,0.0,3.0,1954.0
3130,3491,98126,47.5727,-122.372,255000.0,SEATTLE,WA,1220.0,1.0,0.0,0.0,3.0,1910.0
3131,3492,98117,47.6813,-122.367,697000.0,SEATTLE,WA,2820.0,1.0,0.0,0.0,5.0,1928.0
3132,3493,98117,47.6803,-122.371,457500.0,SEATTLE,WA,840.0,1.0,0.0,0.0,4.0,1908.0
3133,3494,98115,47.6825,-122.307,690000.0,SEATTLE,WA,1610.0,1.0,0.0,0.0,5.0,1940.0
3134,3495,98103,47.6785,-122.351,967000.0,SEATTLE,WA,1860.0,2.0,0.0,0.0,3.0,1917.0
3135,3496,98040,47.5498,-122.214,980000.0,MERCER ISLAND,WA,2260.0,1.0,0.0,1.0,4.0,1968.0
3136,3497,98059,47.5261,-122.162,619420.0,RENTON,WA,2450.0,2.0,0.0,0.0,4.0,1988.0
3137,3498,98103,47.6742,-122.35,389000.0,SEATTLE,WA,850.0,1.0,0.0,0.0,3.0,1910.0
3138,3499,98118,47.5616,-122.275,500000.0,SEATTLE,WA,1800.0,1.0,0.0,0.0,3.0,1964.0
3139,3500,98004,47.5808,-122.189,569000.0,BELLEVUE,WA,1230.0,1.0,0.0,1.0,4.0,1950.0
3140,3501,98034,47.734,-122.19,425000.0,KIRKLAND,WA,2060.0,1.0,0.0,0.0,4.0,1967.0
3141,3502,98118,47.5691,-122.284,635000.0,SEATTLE,WA,2750.0,1.0,0.0,0.0,4.0,1948.0
3142,3503,98070,47.3735,-122.43,256500.0,VASHON,WA,1120.0,1.0,0.0,0.0,4.0,1980.0
3143,3504,98028,47.7389,-122.221,695000.0,KENMORE,WA,3010.0,2.0,0.0,0.0,3.0,2005.0
3144,3505,98107,47.6735,-122.393,535000.0,SEATTLE,WA,1580.0,1.0,0.0,0.0,3.0,1945.0
3145,3506,98059,47.4977,-122.163,454200.0,RENTON,WA,2630.0,2.0,0.0,0.0,3.0,2004.0
3146,3507,98117,47.6973,-122.36,418500.0,SEATTLE,WA,790.0,1.0,0.0,0.0,3.0,1943.0
3147,3508,98072,47.7355,-122.095,749950.0,WOODINVILLE,WA,3110.0,2.0,0.0,0.0,4.0,1983.0
3148,3509,98070,47.4489,-122.456,338500.0,VASHON,WA,2130.0,1.0,0.0,0.0,3.0,1999.0
3149,3510,98040,47.5897,-122.229,1250000.0,MERCER ISLAND,WA,,,,,,
3150,3511,98001,47.339,-122.266,299950.0,AUBURN,WA,1600.0,2.0,0.0,0.0,4.0,1993.0
3151,3512,98168,47.4999,-122.327,325000.0,SEATTLE,WA,1950.0,1.0,0.0,0.0,3.0,1963.0
3152,3513,98011,47.7688,-122.218,434000.0,BOTHELL,WA,2010.0,2.0,0.0,0.0,3.0,1973.0
3153,3514,98058,47.4286,-122.179,328950.0,RENTON,WA,2550.0,1.0,0.0,0.0,5.0,1978.0
3154,3516,98075,47.5851,-122.072,570000.0,SAMMAMISH,WA,2000.0,2.0,0.0,0.0,3.0,1978.0
3155,3517,98103,47.6937,-122.338,802000.0,SEATTLE,WA,2170.0,2.0,0.0,0.0,3.0,2014.0
3156,3518,98103,47.6572,-122.335,525000.0,SEATTLE,WA,1550.0,1.0,0.0,0.0,3.0,1918.0
3157,3519,98119,47.627,-122.361,700000.0,SEATTLE,WA,2790.0,2.0,0.0,0.0,4.0,1907.0
3158,3521,98133,47.7274,-122.357,277500.0,SEATTLE,WA,1190.0,3.0,0.0,0.0,3.0,2005.0
3159,3522,98004,47.6215,-122.224,1580000.0,BELLEVUE,WA,,,,,,
3160,3523,98022,47.2052,-121.987,195000.0,ENUMCLAW,WA,1510.0,1.0,0.0,0.0,5.0,1913.0
3161,3524,98002,47.325,-122.205,222000.0,AUBURN,WA,1200.0,1.0,0.0,0.0,3.0,1968.0
3162,3525,98040,47.5743,-122.209,865000.0,MERCER ISLAND,WA,2830.0,1.0,0.0,0.0,4.0,1979.0
3163,3526,98144,47.5834,-122.307,445000.0,SEATTLE,WA,1650.0,1.0,0.0,0.0,5.0,1959.0
3164,3527,98115,47.6847,-122.318,495800.0,SEATTLE,WA,1710.0,1.0,0.0,0.0,3.0,1924.0
3165,3528,98122,47.6059,-122.3,548500.0,SEATTLE,WA,1740.0,1.0,0.0,0.0,3.0,1924.0
3166,3529,98058,47.429,-122.154,310000.0,RENTON,WA,1840.0,1.0,0.0,0.0,4.0,1974.0
3167,3530,98055,47.4479,-122.213,205000.0,RENTON,WA,1820.0,1.0,0.0,0.0,4.0,1962.0
3168,3531,98038,47.3694,-122.032,470000.0,MAPLE VALLEY,WA,3860.0,2.0,0.0,0.0,3.0,2003.0
3169,3533,98125,47.7263,-122.314,310000.0,SEATTLE,WA,1030.0,3.0,0.0,0.0,3.0,1999.0
3170,3534,98133,47.7604,-122.331,355000.0,SEATTLE,WA,1410.0,1.0,0.0,0.0,4.0,1953.0
3171,3535,98166,47.4797,-122.358,621500.0,SEATTLE,WA,,,,,,
3172,3536,98146,47.4869,-122.34,175000.0,SEATTLE,WA,1930.0,1.0,0.0,0.0,3.0,1971.0
3173,3537,98146,47.4869,-122.34,326000.0,SEATTLE,WA,1930.0,1.0,0.0,0.0,3.0,1971.0
3174,3538,98116,47.5679,-122.409,690000.0,SEATTLE,WA,,,,,,
3175,3539,98003,47.3554,-122.298,335000.0,FEDERAL WAY,WA,2210.0,2.0,0.0,0.0,3.0,2003.0
3176,3540,98188,47.4551,-122.272,197000.0,SEATTLE,WA,1360.0,1.0,0.0,0.0,3.0,1961.0
3177,3541,98055,47.4667,-122.214,312500.0,RENTON,WA,1830.0,1.0,0.0,0.0,3.0,1950.0
3178,3542,98155,47.7461,-122.324,436000.0,SEATTLE,WA,2120.0,1.0,0.0,0.0,5.0,1959.0
3179,3543,98103,47.6734,-122.329,1020000.0,SEATTLE,WA,2700.0,2.0,0.0,0.0,3.0,2002.0
3180,3544,98006,47.5672,-122.111,805000.0,BELLEVUE,WA,3160.0,2.0,0.0,1.0,3.0,1992.0
3181,3545,98074,47.6268,-122.05,652427.0,SAMMAMISH,WA,2770.0,2.0,0.0,0.0,4.0,1979.0
3182,3546,98005,47.6483,-122.163,1010000.0,BELLEVUE,WA,2240.0,1.0,0.0,0.0,4.0,1945.0
3183,3547,98092,47.3324,-122.17,355000.0,AUBURN,WA,2570.0,2.0,0.0,0.0,3.0,1999.0
3184,3548,98133,47.7436,-122.356,334550.0,SEATTLE,WA,880.0,1.0,0.0,0.0,3.0,1939.0
3185,3549,98052,47.6382,-122.11,557500.0,REDMOND,WA,1820.0,2.0,0.0,0.0,3.0,1984.0
3186,3550,98188,47.4678,-122.294,277500.0,SEATTLE,WA,1660.0,1.0,0.0,0.0,3.0,1963.0
3187,3551,98058,47.4476,-122.169,300000.0,RENTON,WA,2200.0,1.0,0.0,0.0,3.0,1960.0
3188,3552,98133,47.7017,-122.354,325000.0,SEATTLE,WA,1640.0,1.0,0.0,0.0,4.0,1928.0
3189,3553,98144,47.5803,-122.294,402500.0,SEATTLE,WA,1650.0,1.0,0.0,0.0,3.0,1951.0
3190,3554,98007,47.6151,-122.145,461000.0,BELLEVUE,WA,1420.0,1.0,0.0,0.0,4.0,1963.0
3191,3555,98103,47.6896,-122.357,540000.0,SEATTLE,WA,1270.0,1.0,0.0,0.0,3.0,1926.0
3192,3556,98108,47.5529,-122.305,385000.0,SEATTLE,WA,1070.0,1.0,0.0,0.0,4.0,1971.0
3193,3557,98103,47.6725,-122.329,480000.0,SEATTLE,WA,1060.0,1.0,0.0,0.0,3.0,1924.0
3194,3558,98056,47.5243,-122.204,539950.0,RENTON,WA,2190.0,1.0,0.0,1.0,4.0,1963.0
3195,3560,98199,47.6591,-122.392,417000.0,SEATTLE,WA,1300.0,2.0,0.0,0.0,3.0,2008.0
3196,3561,98027,47.5263,-122.051,405000.0,ISSAQUAH,WA,1330.0,1.0,0.0,0.0,3.0,1966.0
3197,3562,98023,47.3133,-122.364,299000.0,FEDERAL WAY,WA,1940.0,1.0,0.0,0.0,4.0,1966.0
3198,3563,98001,47.2924,-122.271,299000.0,AUBURN,WA,2100.0,1.0,0.0,0.0,3.0,1983.0
3199,3564,98136,47.5266,-122.392,372220.0,SEATTLE,WA,1290.0,1.0,0.0,0.0,3.0,1951.0
3200,3565,98109,47.6347,-122.355,494400.0,SEATTLE,WA,1560.0,1.0,0.0,0.0,4.0,1904.0
3201,3566,98055,47.4878,-122.221,280000.0,RENTON,WA,2630.0,1.0,0.0,0.0,3.0,1958.0
3202,3567,98023,47.2917,-122.375,277950.0,FEDERAL WAY,WA,2100.0,2.0,0.0,0.0,3.0,1992.0
3203,3568,98058,47.4659,-122.116,770000.0,RENTON,WA,2070.0,2.0,0.0,0.0,3.0,1996.0
3204,3569,98072,47.7477,-122.117,760000.0,WOODINVILLE,WA,2960.0,2.0,0.0,0.0,3.0,1989.0
3205,3570,98198,47.3623,-122.309,230000.0,SEATTLE,WA,1300.0,1.0,0.0,0.0,3.0,2004.0
3206,3571,98155,47.7709,-122.297,525000.0,SEATTLE,WA,2520.0,2.0,0.0,0.0,3.0,1994.0
3207,3573,98188,47.4459,-122.272,253779.0,SEATTLE,WA,2030.0,1.0,0.0,0.0,3.0,1947.0
3208,3574,98155,47.7743,-122.27,405000.0,SEATTLE,WA,1880.0,1.0,0.0,0.0,3.0,1968.0
3209,3575,98146,47.504,-122.362,360000.0,SEATTLE,WA,2320.0,2.0,0.0,0.0,4.0,1942.0
3210,3577,98005,47.6313,-122.172,680000.0,BELLEVUE,WA,3030.0,2.0,0.0,0.0,3.0,1978.0
3211,3579,98042,47.3639,-122.109,200000.0,KENT,WA,1090.0,1.0,0.0,0.0,4.0,1968.0
3212,3580,98118,47.5188,-122.265,330000.0,SEATTLE,WA,2220.0,1.0,0.0,0.0,3.0,1993.0
3213,3581,98023,47.3116,-122.358,221000.0,FEDERAL WAY,WA,1430.0,2.0,0.0,0.0,3.0,1987.0
3214,3583,98125,47.7248,-122.325,310000.0,SEATTLE,WA,1560.0,1.0,0.0,0.0,4.0,1947.0
3215,3584,98199,47.6418,-122.394,862000.0,SEATTLE,WA,2220.0,1.0,0.0,0.0,5.0,1932.0
3216,3585,98168,47.4773,-122.28,200000.0,SEATTLE,WA,1140.0,1.0,0.0,0.0,3.0,1960.0
3217,3586,98008,47.6317,-122.124,630000.0,BELLEVUE,WA,2540.0,1.0,0.0,0.0,5.0,1957.0
3218,3587,98029,47.5658,-122.018,432250.0,ISSAQUAH,WA,1440.0,2.0,0.0,0.0,3.0,1985.0
3219,3588,98033,47.6843,-122.185,478000.0,KIRKLAND,WA,1570.0,1.0,0.0,0.0,4.0,1977.0
3220,3589,98032,47.3612,-122.284,249000.0,KENT,WA,1860.0,1.0,0.0,0.0,3.0,1962.0
3221,3590,98108,47.5485,-122.302,495000.0,SEATTLE,WA,2440.0,1.0,0.0,0.0,3.0,2006.0
3222,3591,98008,47.6146,-122.114,630000.0,BELLEVUE,WA,,,,,,
3223,3592,98053,47.637,-121.969,550000.0,REDMOND,WA,2150.0,2.0,0.0,0.0,3.0,1997.0
3224,3593,98042,47.3672,-122.126,350000.0,KENT,WA,2440.0,2.0,0.0,0.0,4.0,1994.0
3225,3594,98058,47.4503,-122.157,270000.0,RENTON,WA,1930.0,2.0,0.0,0.0,3.0,1966.0
3226,3595,98033,47.695,-122.176,488250.0,KIRKLAND,WA,1830.0,1.0,0.0,0.0,3.0,1963.0
3227,3596,98023,47.3087,-122.354,248000.0,FEDERAL WAY,WA,1850.0,2.0,0.0,0.0,3.0,1986.0
3228,3597,98136,47.5203,-122.393,889000.0,SEATTLE,WA,3210.0,3.0,0.0,0.0,3.0,2014.0
3229,3598,98117,47.6999,-122.391,375000.0,SEATTLE,WA,1090.0,1.0,0.0,0.0,3.0,1927.0
3230,3599,98102,47.6221,-122.325,933000.0,SEATTLE,WA,,,,,,
3231,3600,98006,47.5578,-122.132,625000.0,BELLEVUE,WA,,,,,,
3232,3601,98116,47.5577,-122.391,328000.0,SEATTLE,WA,700.0,1.0,0.0,0.0,3.0,1943.0
3233,3603,98056,47.5237,-122.199,502500.0,RENTON,WA,2430.0,2.0,0.0,0.0,3.0,2007.0
3234,3604,98072,47.7424,-122.091,484000.0,WOODINVILLE,WA,1950.0,1.0,0.0,0.0,3.0,1976.0
3235,3605,98014,47.6481,-121.916,252500.0,CARNATION,WA,900.0,1.0,0.0,0.0,4.0,1961.0
3236,3606,98006,47.5615,-122.165,610000.0,BELLEVUE,WA,2060.0,2.0,0.0,0.0,3.0,1987.0
3237,3607,98155,47.7675,-122.279,419000.0,SEATTLE,WA,2180.0,1.0,0.0,0.0,4.0,1969.0
3238,3608,98092,47.2649,-122.218,322500.0,AUBURN,WA,2140.0,2.0,0.0,0.0,4.0,1986.0
3239,3609,98109,47.6342,-122.353,563000.0,SEATTLE,WA,1730.0,1.0,0.0,0.0,3.0,1918.0
3240,3610,98042,47.3826,-122.146,464000.0,KENT,WA,3140.0,2.0,0.0,0.0,3.0,1993.0
3241,3612,98103,47.6972,-122.341,280000.0,SEATTLE,WA,800.0,2.0,0.0,0.0,3.0,2003.0
3242,3613,98006,47.5599,-122.121,850000.0,BELLEVUE,WA,3300.0,2.0,0.0,0.0,3.0,1994.0
3243,3614,98115,47.6888,-122.308,458950.0,SEATTLE,WA,1530.0,1.0,0.0,0.0,3.0,1946.0
3244,3615,98168,47.483,-122.33,122000.0,SEATTLE,WA,760.0,1.0,0.0,0.0,3.0,1946.0
3245,3616,98117,47.6828,-122.388,525000.0,SEATTLE,WA,2450.0,2.0,0.0,0.0,3.0,1994.0
3246,3618,98166,47.4749,-122.339,218450.0,SEATTLE,WA,840.0,1.0,0.0,0.0,4.0,1952.0
3247,3619,98107,47.674,-122.379,525000.0,SEATTLE,WA,1380.0,1.0,0.0,0.0,3.0,1955.0
3248,3620,98107,47.674,-122.379,650000.0,SEATTLE,WA,1380.0,1.0,0.0,0.0,3.0,1955.0
3249,3622,98117,47.6782,-122.397,436500.0,SEATTLE,WA,1260.0,1.0,0.0,0.0,3.0,1951.0
3250,3623,98034,47.7304,-122.227,410000.0,KIRKLAND,WA,1440.0,1.0,0.0,0.0,3.0,1979.0
3251,3624,98125,47.7046,-122.293,512500.0,SEATTLE,WA,1540.0,1.0,0.0,0.0,4.0,1950.0
3252,3625,98118,47.5591,-122.268,510000.0,SEATTLE,WA,1060.0,1.0,0.0,1.0,3.0,1925.0
3253,3626,98005,47.5944,-122.155,566000.0,BELLEVUE,WA,1900.0,1.0,0.0,0.0,4.0,1966.0
3254,3627,98166,47.4485,-122.355,525000.0,SEATTLE,WA,2870.0,1.0,0.0,1.0,3.0,1948.0
3255,3628,98126,47.5402,-122.38,435000.0,SEATTLE,WA,1050.0,1.0,0.0,0.0,3.0,1920.0
3256,3629,98014,47.6802,-121.908,406500.0,CARNATION,WA,,,,,,
3257,3630,98052,47.6567,-122.13,550000.0,REDMOND,WA,3000.0,1.0,0.0,0.0,3.0,1966.0
3258,3631,98022,47.206,-121.998,251000.0,ENUMCLAW,WA,1200.0,1.0,0.0,0.0,5.0,1949.0
3259,3632,98040,47.5607,-122.217,830000.0,MERCER ISLAND,WA,1840.0,1.0,0.0,0.0,4.0,1959.0
3260,3633,98052,47.6692,-122.136,803000.0,REDMOND,WA,2790.0,2.0,0.0,0.0,3.0,1989.0
3261,3634,98002,47.2808,-122.225,206000.0,AUBURN,WA,970.0,1.0,0.0,0.0,4.0,1942.0
3262,3635,98178,47.4942,-122.235,200000.0,SEATTLE,WA,1070.0,1.0,0.0,0.0,3.0,1944.0
3263,3636,98106,47.525,-122.356,219000.0,SEATTLE,WA,900.0,1.0,0.0,0.0,3.0,1952.0
3264,3637,98199,47.6557,-122.388,777000.0,SEATTLE,WA,2680.0,1.0,0.0,0.0,3.0,1962.0
3265,3638,98075,47.59,-122.081,593700.0,SAMMAMISH,WA,2000.0,2.0,0.0,0.0,3.0,1979.0
3266,3639,98004,47.5892,-122.202,712500.0,BELLEVUE,WA,1660.0,1.0,0.0,0.0,4.0,1956.0
3267,3640,98116,47.5773,-122.393,600000.0,SEATTLE,WA,1770.0,1.0,0.0,0.0,4.0,1946.0
3268,3641,98105,47.6712,-122.279,554663.0,SEATTLE,WA,1230.0,1.0,0.0,0.0,3.0,1940.0
3269,3642,98188,47.4682,-122.283,267000.0,SEATTLE,WA,1740.0,1.0,0.0,0.0,4.0,1962.0
3270,3643,98133,47.7719,-122.338,390000.0,SEATTLE,WA,1710.0,1.0,0.0,0.0,5.0,1953.0
3271,3644,98108,47.5329,-122.294,335000.0,SEATTLE,WA,2020.0,1.0,0.0,0.0,3.0,1979.0
3272,3645,98040,47.5351,-122.223,938000.0,MERCER ISLAND,WA,2410.0,1.0,0.0,0.0,5.0,1975.0
3273,3646,98198,47.377,-122.31,370000.0,SEATTLE,WA,2310.0,1.0,0.0,0.0,3.0,1993.0
3274,3647,98042,47.371,-122.127,335000.0,KENT,WA,2400.0,2.0,0.0,0.0,3.0,2003.0
3275,3648,98103,47.654,-122.337,695000.0,SEATTLE,WA,3160.0,1.0,0.0,0.0,3.0,1923.0
3276,3649,98166,47.432,-122.348,387500.0,SEATTLE,WA,1560.0,1.0,0.0,0.0,4.0,1953.0
3277,3650,98031,47.4034,-122.189,245000.0,KENT,WA,1770.0,2.0,0.0,0.0,3.0,1992.0
3278,3652,98003,47.3172,-122.322,225000.0,FEDERAL WAY,WA,1330.0,1.0,0.0,0.0,3.0,1968.0
3279,3653,98053,47.6717,-122.025,715000.0,REDMOND,WA,2970.0,2.0,0.0,0.0,3.0,1993.0
3280,3654,98133,47.7503,-122.348,335000.0,SEATTLE,WA,1020.0,1.0,0.0,0.0,4.0,1954.0
3281,3655,98029,47.5451,-122.014,634000.0,ISSAQUAH,WA,2490.0,2.0,0.0,0.0,3.0,2003.0
3282,3656,98108,47.549,-122.305,337500.0,SEATTLE,WA,1700.0,1.0,0.0,0.0,3.0,1956.0
3283,3657,98010,47.327,-122.039,440000.0,BLACK DIAMOND,WA,850.0,1.0,0.0,0.0,4.0,1940.0
3284,3659,98136,47.5498,-122.383,400000.0,SEATTLE,WA,610.0,1.0,0.0,0.0,3.0,1918.0
3285,3660,98006,47.5471,-122.133,1290000.0,BELLEVUE,WA,,,,,,
3286,3661,98006,47.572,-122.139,435000.0,BELLEVUE,WA,950.0,1.0,0.0,0.0,4.0,1954.0
3287,3662,98065,47.5387,-121.879,681000.0,SNOQUALMIE,WA,3860.0,2.0,0.0,0.0,3.0,2004.0
3288,3663,98144,47.5904,-122.315,397000.0,SEATTLE,WA,1360.0,2.0,0.0,0.0,3.0,2007.0
3289,3664,98077,47.7749,-122.048,775000.0,WOODINVILLE,WA,3890.0,2.0,0.0,0.0,3.0,1996.0
3290,3665,98008,47.6068,-122.13,480000.0,BELLEVUE,WA,1680.0,1.0,0.0,0.0,4.0,1959.0
3291,3666,98030,47.3679,-122.182,158000.0,KENT,WA,1520.0,2.0,0.0,0.0,4.0,1985.0
3292,3668,98065,47.5407,-121.86,772500.0,SNOQUALMIE,WA,3890.0,2.0,0.0,0.0,3.0,2004.0
3293,3669,98155,47.7632,-122.29,464500.0,SEATTLE,WA,2940.0,1.0,0.0,0.0,3.0,1955.0
3294,3670,98188,47.4378,-122.279,281000.0,SEATTLE,WA,1350.0,1.0,0.0,0.0,3.0,1966.0
3295,3671,98052,47.7108,-122.12,620000.0,REDMOND,WA,2190.0,1.0,0.0,0.0,3.0,1990.0
3296,3672,98116,47.5641,-122.393,475000.0,SEATTLE,WA,2280.0,1.0,0.0,1.0,4.0,1985.0
3297,3673,98055,47.4896,-122.204,245000.0,RENTON,WA,1070.0,1.0,0.0,0.0,4.0,1932.0
3298,3674,98115,47.6729,-122.299,660000.0,SEATTLE,WA,2540.0,1.0,0.0,0.0,4.0,1925.0
3299,3675,98006,47.5448,-122.174,527500.0,BELLEVUE,WA,2270.0,1.0,0.0,0.0,5.0,1973.0
3300,3676,98010,47.3585,-121.975,135000.0,BLACK DIAMOND,WA,1220.0,1.0,0.0,0.0,4.0,1914.0
3301,3677,98092,47.3357,-122.175,275000.0,AUBURN,WA,1890.0,1.0,0.0,0.0,3.0,2003.0
3302,3678,98122,47.6112,-122.303,430000.0,SEATTLE,WA,1990.0,1.0,0.0,0.0,3.0,1926.0
3303,3679,98002,47.3245,-122.209,213500.0,AUBURN,WA,1220.0,1.0,0.0,0.0,4.0,1968.0
3304,3681,98004,47.5915,-122.202,641000.0,BELLEVUE,WA,1480.0,1.0,0.0,0.0,3.0,1952.0
3305,3682,98056,47.5133,-122.196,436300.0,RENTON,WA,2320.0,1.0,0.0,0.0,5.0,1952.0
3306,3683,98109,47.6369,-122.355,1440000.0,SEATTLE,WA,,,,,,
3307,3684,98040,47.573,-122.225,830000.0,MERCER ISLAND,WA,2090.0,1.0,0.0,0.0,4.0,1949.0
3308,3685,98118,47.5539,-122.268,380000.0,SEATTLE,WA,920.0,1.0,0.0,0.0,3.0,1910.0
3309,3686,98146,47.503,-122.356,132500.0,SEATTLE,WA,850.0,1.0,0.0,0.0,3.0,1945.0
3310,3687,98188,47.4362,-122.286,179950.0,SEATTLE,WA,1130.0,1.0,0.0,0.0,3.0,1954.0
3311,3688,98002,47.2979,-122.224,188200.0,AUBURN,WA,1260.0,1.0,0.0,0.0,4.0,1954.0
3312,3689,98040,47.5759,-122.223,659000.0,MERCER ISLAND,WA,2090.0,1.0,0.0,0.0,4.0,1951.0
3313,3690,98108,47.5496,-122.311,317000.0,SEATTLE,WA,2020.0,1.0,0.0,0.0,3.0,1926.0
3314,3691,98199,47.6703,-122.41,625000.0,SEATTLE,WA,1970.0,1.0,0.0,0.0,3.0,1959.0
3315,3692,98155,47.7772,-122.296,350000.0,SEATTLE,WA,1820.0,1.0,0.0,0.0,3.0,1976.0
3316,3693,98107,47.6652,-122.362,750000.0,SEATTLE,WA,1840.0,1.0,0.0,0.0,5.0,1915.0
3317,3694,98133,47.7478,-122.338,457000.0,SEATTLE,WA,2100.0,1.0,0.0,0.0,5.0,1959.0
3318,3695,98107,47.6748,-122.386,632500.0,SEATTLE,WA,1770.0,2.0,0.0,0.0,4.0,1906.0
3319,3696,98031,47.4036,-122.191,223000.0,KENT,WA,1110.0,1.0,0.0,0.0,4.0,1991.0
3320,3697,98052,47.6872,-122.123,610000.0,REDMOND,WA,2090.0,1.0,0.0,0.0,4.0,1976.0
3321,3698,98155,47.737,-122.305,385000.0,SEATTLE,WA,2080.0,2.0,0.0,0.0,4.0,1948.0
3322,3699,98118,47.5483,-122.277,367500.0,SEATTLE,WA,1400.0,2.0,0.0,0.0,3.0,2005.0
3323,3700,98125,47.7121,-122.287,385100.0,SEATTLE,WA,1060.0,1.0,0.0,0.0,4.0,1949.0
3324,3701,98118,47.5447,-122.27,230000.0,SEATTLE,WA,720.0,1.0,0.0,0.0,3.0,1920.0
3325,3702,98106,47.5601,-122.363,286000.0,SEATTLE,WA,1100.0,2.0,0.0,0.0,3.0,2008.0
3326,3703,98001,47.2956,-122.272,201700.0,AUBURN,WA,1010.0,1.0,0.0,0.0,4.0,1967.0
3327,3705,98027,47.5637,-122.085,525000.0,ISSAQUAH,WA,2420.0,1.0,0.0,0.0,3.0,1979.0
3328,3706,98011,47.739,-122.194,361000.0,BOTHELL,WA,1200.0,1.0,0.0,0.0,3.0,1975.0
3329,3707,98117,47.6904,-122.397,530000.0,SEATTLE,WA,1950.0,3.0,0.0,0.0,3.0,2002.0
3330,3708,98125,47.7171,-122.32,455000.0,SEATTLE,WA,1870.0,1.0,0.0,0.0,3.0,1950.0
3331,3709,98034,47.7317,-122.181,421000.0,KIRKLAND,WA,1310.0,1.0,0.0,0.0,4.0,1966.0
3332,3710,98115,47.678,-122.269,640000.0,SEATTLE,WA,1520.0,1.0,0.0,0.0,3.0,1945.0
3333,3711,98188,47.445,-122.276,240000.0,SEATTLE,WA,1270.0,1.0,0.0,0.0,3.0,1955.0
